Id	Name	ChebiId	PubchemId	Rxns
C00249	['Hexadecanoic acid', 'Hexadecanoate', 'Hexadecylic acid', 'Palmitic acid', 'Palmitate', 'Cetylic acid']	['15756']	['3548']	['R01274', 'R01280', 'R01703', 'R01704', 'R01705', 'R01706', 'R02368', 'R03049', 'R08602', 'R09451', 'R12396', 'R12398']
C08998	['Cannabichromene', 'CBC']	['3357']	['11190']	[]
C10080	['Mangostin']	['67547']	['12266']	[]
C15366	['Estrone 16-oxime', '3-Hydroxyestra-1,3,5(10)-triene-16,17-dione 16-oxime']	['79868']	['17396363']	[]
C18475	['Mepiquat chloride']	['81772']	['124489149']	[]
C13433	['9-cis-Violaxanthin']	['35305']	['586175']	['R06950', 'R06951', 'R06953']
C03122	['Haloaromatic compound']	['5611']	['6015']	[]
C06366	['sym-Homospermidine', 'Homospermidine']	['16554']	['8602']	['R00018', 'R01919', 'R06724']
C13645	['Hydrobromic acid', 'HBr']	['47266']	['586255']	['R06876', 'R06877', 'R06878', 'R06879', 'R07112', 'R07113', 'R07116', 'R09505']
C05481	['Cortolone']	['3899']	['7841']	['R04831']
C14143	['Adipyl-CoA', '5-Carboxypentanoyl-CoA']	['34528']	['7846955']	['R06943', 'R06944']
C15237	['8-Hydroxy-2-chlorodibenzofuran', '8-Chloro-2-dibenzofuranol']	['79739']	['17396234']	[]
C17419	['Soyasapogenol A']	['62440']	['96023769']	[]
C07322	['Olanzapine']	['7735']	['9530']	[]
C18891	['Quinmerac']	['84199']	['124489563']	[]
C13453	['Xanthoxin', '2-cis,4-trans-Xanthoxin']	['32304']	['586193']	['R06952', 'R06953', 'R06954', 'R06955', 'R09682']
C08755	['Castelanone']	['3460']	['10948']	[]
C18166	['Enterodiol']	['81556']	['96024382']	[]
C15119	['B-Norcholest-4-en-3-one']	['79638']	['17396116']	[]
C17544	['Chikusetsusaponin Ia']	['81171']	['96023889']	[]
C11995	['Neomethymycin']	['29656']	['14156']	['R06462']
C19934	['Prosolanapyrone III', '4-Methoxy-2-oxo-6-(1E,7E,9E)-undeca-1,7,9-trien-1-yl-2H-pyran-3-carboxaldehyde']	[]	['135626400']	['R09807', 'R09918']
C06502	['4,6-Diamino-5-formamidopyrimidine', '4,6-Diamino-5-N-formamidopyrimidine']	['27983']	['8733']	[]
C14998	['17beta-(1H-Imidazol-4-yl)androst-5-en-3beta-ol']	['79521']	['17395995']	[]
C03190	['(+)-Bornyl diphosphate']	['15395']	['6069']	['R02007', 'R08529']
C15402	['17beta-Hydroxy-7alpha,17-dimethylandrosta-1,4-dien-3-one', '1-Dehydro-7alpha,17-dimethyltestosterone']	['79903']	['17396399']	[]
C07713	['Nitrendipine']	['7582']	['9915']	[]
C20417	['2,4-Dihydroxy-6-pentylbenzoate', 'Olivetolic acid']	[]	['163312154']	['R10176', 'R10278']
C19465	['Naphtho[1,2-b]fluoranthene', 'Indeno[1,2,3-hi]chrysene']	['82497']	['124490137']	[]
C12262	['4,4-Disubstituted cyclohexenone']	['31123']	['14407']	[]
C08480	['6-Hydroxykynurenic acid']	['2195']	['10673']	[]
C22142	['Cyclo(L-Trp-L-Phe)']	[]	['405226333']	['R12413', 'R12414']
C01134	["Pantetheine 4'-phosphate", "4'-Phosphopantetheine", 'Phosphopantetheine', "D-Pantetheine 4'-phosphate"]	['16858', '4222']	['4365']	['R01623', 'R02971', 'R03035', 'R03036', 'R03269', 'R04588', 'R10747', 'R10748']
C06124	['Sphingosine 1-phosphate', 'Sphing-4-enine 1-phosphate', 'S1P']	['37550']	['8381']	['R01926', 'R06516', 'R06521']
C16491	["Isovitexin 2''-O-arabinoside"]	['75435']	['47205787']	['R08126']
C21789	['Tulathromycin B']	[]	['354339132']	[]
C02975	['Ethyl 3-oxohexanoate', 'Ethyl butyrylacetate']	['18119']	['5886']	['R04105', 'R04106']
C16030	['Melanin-concentrating hormone', 'MCH']	['80254']	['47205340']	[]
C06308	['(-)-alpha-Pinene', '(1S,5S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene']	['28660']	['8544']	['R05765']
C01271	['(3R)-3-Hydroxyacyl-[acyl-carrier protein]', '(R)-3-Hydroxyacyl-[acyl-carrier protein]']	[]	['4490']	['R02766', 'R02767', 'R10208', 'R11801']
C08573	['Abyssinone VI']	['2369']	['10766']	[]
C09008	['Frutinone A']	['5179']	['11200']	[]
C10215	['Chebulinic acid']	['3584']	['12401']	[]
C01249	['7,8-Dihydro-7,8-dihydroxykynurenate']	['17109']	['4469']	['R03251', 'R03439', 'R03440', 'R03441']
C14196	["2,3,5,6-Tetrachloro-4,4'-biphenyldiol"]	['34223']	['7847006']	[]
C21145	['Protoasukamycin']	[]	['313046625']	['R11155']
C21378	['[F-actin]-L-methionine-(R)-S-oxide']	[]	['319902608']	['R11425']
C17274	['Glucobarbarin', '2(R)-Hydroxy-2-phenylethyl glucosinolate']	['81001']	['96023679']	[]
C19472	['6-Nitrobenzo[a]pyrene']	['82503']	['124490144']	[]
C02373	['4-Methylpentanal', 'Isocaproaldehyde', 'Isohexanal']	['17998']	['5415']	['R02724', 'R03933', 'R04676']
C04512	['(2E,4E)-2,4-Dienoyl-CoA', 'trans,trans-2,3,4,5-Tetradehydroacyl-CoA']	['17157']	['7126']	['R04319', 'R12629']
C09040	['Aspidofractine']	['2887']	['11232']	[]
C18329	['7,9,12-Octaketide intermediate 3']	['81675']	['124489003']	['R09265', 'R09305']
C20036	['Marinobufagenin', 'Marinobufagin']	[]	['135626502']	[]
C00568	['4-Aminobenzoate', 'ABEE', '4-Aminobenzoic acid', 'p-Aminobenzoate']	['17836', '30753']	['3847']	['R01860', 'R02561', 'R02562', 'R03066', 'R03067', 'R05277', 'R05280', 'R05553', 'R10337']
C15954	['Thermocryptoxanthin-13']	['80203']	['47205267']	[]
C03091	['5beta-Cholestan-3-one', 'Coprostan-3-one']	['16074']	['5989']	['R02609']
C15871	['Nocistatin']	['80143']	['47205191']	[]
C16091	['Kisspeptin-14']	['80305']	['47205401']	[]
C21611	['3-Dehydro-4-phospho-L-erythronate']	[]	['340125669']	['R11706', 'R11716']
C21410	['(5aS)-5,5a-Dihydrophenazine-1,6-dicarboxylate']	[]	['328082953']	['R11490', 'R11574']
C21466	['Protein Nomega-(1-hydroxy-2-oxopropyl)-L-arginine', '[Protein]-Nomega-(1-hydroxy-2-oxopropyl)-L-arginine']	[]	['329970418']	['R11562']
C02954	['6-Aminopenicillanate', '6-Aminopenicillanic acid']	['16705', '30938']	['5872']	['R02170', 'R04103']
C07639	["3,3',5'-Triiodo-L-thyronine", "3,3',5'-Triiodothyronine", 'Reverse triiodothyronine', 'rT3']	['11684', '28774']	['9841']	['R07230']
C09541	['(S)-Isoboldine', '(+)-Isoboldine', 'Isoboldine', '2,10-Dimethoxy-6aalpha-aporphine-1,9-diol']	['5986']	['11732']	['R08460']
C10612	['Pleurostyline']	['8270']	['12795']	[]
C06609	['trans-1,3-Dichloropropene', 'trans-3-Chloroallyl chloride']	['18624']	['8835']	['R05367']
C20130	['(S)-Mephenytoin']	[]	['135626590']	[]
C14393	['Benzylparaben', 'Benzyl parahydroxybenzoate', 'Benzyl 4-hydroxybenzoate']	['34571']	['17395393']	[]
C19278	['N-Nitrosodiethanolamine']	['82357']	['124489950']	[]
C10575	['Candicine', 'Ammonium, (p-hydroxyphenethyl)trimethyl-']	['3350']	['12758']	[]
C08403	['Glucobrassicanapin', '4-Pentenyl glucosinolate']	['5397', '79318']	['10599']	[]
C00478	['Lichenin', 'Lichenan']	['6452']	['3761']	[]
C21377	['[F-actin]-L-methionine']	[]	['319902607']	['R11425']
C00711	['Malate', 'Malic acid', '2-Hydroxybutanedioic acid']	['15595', '6650']	['3977']	[]
C02278	['Dodecylaldehyde', 'Dodecyl aldehyde', 'Dodecanal', 'Lauraldehyde']	['27836']	['5336']	[]
C19761	['1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate']	[]	['135626228']	['R09634', 'R12125']
C13785	['TRAM-3', '(2-Chlorophenyl)diphenylmethanol']	['34989']	['854030']	[]
C10150	['Harzianopyridone']	['5628']	['12336']	[]
C11253	['Cefsulodin']	['3507']	['13430']	[]
C03108	['D-Glucosylsphingosine']	['4177', '71981']	['6004']	[]
C01745	['Pinosylvin', '3,5-Stilbenediol']	['17323', '36011']	['4879']	['R02505']
C15784	['Campest-4-en-3beta-ol', '(24R)-Ergost-4-en-3beta-ol']	['18535']	['47205109']	['R07427', 'R07428']
C11017	['Kresoxim-methyl', 'BAS 490 F']	['2962']	['13200']	[]
C11133	['Estrone glucuronide', 'Estrone 3-glucuronide', 'Estrone beta-D-glucuronide']	['28919']	['13315']	['R02358']
C18677	['Chlorethoxyfos']	['38590']	['124489351']	[]
C14694	['N-Phenyl-2-naphthylamine', 'Neozone', '2-Phenylaminonaphthalene']	['34877']	['17395693']	[]
C22163	['Roquefortine D']	[]	['405226354']	['R12437', 'R12440']
C10325	['Deoxylapachol']	['4414']	['12511']	[]
C10280	['Auriculine']	['2928']	['12466']	[]
C06182	['Pelletierine']	['7952']	['8433']	['R05129', 'R05130', 'R05131']
C21465	['L-Asparaginyl-protein', 'N-Terminal L-asparaginyl-[protein]']	[]	['329970417']	['R11559']
C00354	['D-Fructose 1,6-bisphosphate']	['16905', '37736']	['3647']	['R00756', 'R00762', 'R00764', 'R00767', 'R00769', 'R00770', 'R01068', 'R05805', 'R09100', 'R10049']
C16074	['Phenylacetonitrile', 'Benzyl cyanide']	['25979']	['47205384']	['R07638', 'R07854', 'R07855', 'R11733']
C00440	['5-Methyltetrahydrofolate']	['15641']	['3729']	['R00946', 'R01217', 'R01224', 'R02289', 'R02573', 'R02912', 'R07168', 'R09270', 'R09271', 'R10136', 'R10243', 'R10333']
C09090	['Enmein']	['70378']	['11282']	[]
C00522	['(R)-Pantoate', 'Pantoate', 'Pantoic acid']	['14737', '15980', '18697']	['3805']	['R02471', 'R02472', 'R02473', 'R02474', 'R09378', 'R10821']
C15367	['3beta-Methoxyandrost-5-en-16beta-ol']	['79869']	['17396364']	[]
C12173	['Norgalanthamine', 'N-Demethylgalanthamine']	['31919']	['14320']	['R08441', 'R08442']
C12196	['Bocconarborine A', '(+/-)-Bocconarborine A']	['31023']	['14342']	[]
C20783	['Propane']	[]	['254741250']	['R10702']
C16322	['9-Oxononanoic acid']	['78700']	['47205630']	['R07868']
C15050	['2,2-Dimethyl-3-[4-(acetyloxy)phenyl]-4-ethyl-2H-1-benzopyran-7-ol acetate', '4-Ethyl-3-(p-hydroxyphenyl)-2,2-dimethyl-2H-1-benzopyran-7-ol diacetate']	['79570']	['17396047']	[]
C20551	['Lolitrem B']	[]	['172232290']	['R10368', 'R10694']
C19124	['Methoxyphenone', "4-Methoxy-3,3'-dimethylbenzophenone"]	['82245']	['124489796']	[]
C21982	['Lipid IVB', '2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-(hexadecanoyloxy)tetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose']	[]	['384585048']	['R12187', 'R12198', 'R12207']
C20746	['(3R)-Citramalyl-CoA', 'D-Citramalyl-CoA', '(R)-Citramalyl-CoA']	[]	['254741214']	['R10640', 'R10674']
C15595	['3-Dehydropyranoside']	['75507']	['17396587']	['R07348']
C11958	['Avermectin A2b monosaccharide']	['29533']	['14119']	['R06494', 'R06495']
C19872	['N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine', '2-Methyl-4-amino-5-(formylaminomethyl)pyrimidine', 'FAMP']	['85895']	['135626338']	['R11313', 'R11314']
C08861	['Diginatin', 'Diginatigenin 3-O-tridigitoxoside']	['27614']	['11054']	[]
C06872	['Carboprost']	['3403']	['9089']	[]
C00141	['3-Methyl-2-oxobutanoic acid', '3-Methyl-2-oxobutyric acid', '3-Methyl-2-oxobutanoate', '2-Oxo-3-methylbutanoate', '2-Oxoisovalerate', '2-Oxoisopentanoate', 'alpha-Ketovaline', '2-Ketovaline', '2-Keto-3-methylbutyric acid']	['11851', '16530']	['3441']	['R01209', 'R01210', 'R01211', 'R01212', 'R01213', 'R01214', 'R01215', 'R01216', 'R01226', 'R01434', 'R01701', 'R02200', 'R04441', 'R07160', 'R07599']
C18663	['Monocrotophos']	['38728']	['124489337']	[]
C18416	['Carbosulfan']	['38476']	['124489090']	[]
C21783	['Mogroside IE']	[]	['354339126']	['R11939']
C22017	['1-Hexacosanoyl-2-acyl-[phosphoglycerolipid]']	[]	['384585077']	['R12233']
C16297	['Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)']	['80433']	['47205605']	['R07873', 'R07875']
C06158	['D-Fucono-1,4-lactone']	[]	['8414']	[]
C18922	['Dinocton 6']	['82064']	['124489594']	[]
C17649	['Hyocholate', 'Hyocholic acid', 'Iocholic acid', 'gamma-Muricholate', 'alpha-Hyocholic acid', '3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oic acid', '6alpha-Hydroxychenodeoxycholic acid']	['81244']	['96023992']	[]
C13373	['Xenon']	['49956', '49957']	['586117']	[]
C20493	['Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside']	['138860']	['172232242']	['R10294']
C14839	['Bromobenzene-3,4-oxide', 'Bromobenzene-3,4-epoxide']	['34589']	['17395837']	['R07066', 'R07069', 'R07071', 'R07073']
C08560	['Musca-aurin-II', 'Muscaaurin II']	['7032']	['10753']	[]
C01161	['3,4-Dihydroxyphenylacetate', '3,4-Dihydroxyphenylacetic acid', 'Homoprotocatechuate']	['17612', '41941']	['4388']	['R02698', 'R03299', 'R03300', 'R03302', 'R03303', 'R03304', 'R03306']
C20026	['11-Deoxytetrodotoxin']	[]	['135626492']	[]
C09050	['Bonafousine']	['3149']	['11242']	[]
C11200	['Lenacil']	['6407']	['13381']	[]
C15097	['Androst-5-ene-3beta,17beta,19-triol']	['79616']	['17396094']	[]
C10336	['Isolycopsamine']	['6024']	['12522']	[]
C07545	['alpha-Ergocryptine']	['10276']	['9748']	[]
C21770	["4,4'-Diapolycopene-4,4'-dioate"]	[]	['354339115']	['R11914']
C14516	['Kojic acid', '5-Hydroxy-2-(hydroxymethyl)-4-pyrone']	['43572']	['17395516']	[]
C07014	['Fluvastatin']	['38561']	['9227']	[]
C00393	['Fibrinogen', 'Coagulation factor I']	[]	['3683']	[]
C11569	["2,2'-(1-Phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol"]	['855']	['13734']	[]
C08289	['Isowillardiine']	['6072']	['10487']	[]
C18417	['Desmedipham']	['81733']	['124489091']	[]
C11593	['E3040']	['4732']	['13758']	[]
C21376	['3,5-Dihydroxy-4-methylanthranilyl-[aryl-carrier protein]', '3,5-Dihydroxy-4-methylanthranilyl-[acp]']	[]	['319902606']	['R11424']
C15798	['6-Deoxocathasterone']	['20714']	['47205123']	['R07448', 'R07454', 'R07472']
C17367	['(3S,5S)-Carbapenam-3-carboxylic acid', '(3S,5S)-Carbapenam-3-carboxylate']	['73939', '73978']	['96023720']	['R10415', 'R10556']
C00221	['beta-D-Glucose', 'beta-D-Glucopyranose']	['15903']	['3521']	['R00026', 'R01520', 'R01521', 'R01522', 'R01600', 'R01602', 'R02187', 'R03256', 'R04783', 'R05979', 'R06077', 'R06092', 'R06110', 'R06144', 'R09086', 'R09568', 'R10035', 'R10039', 'R10040', 'R10236', 'R11791']
C21141	['4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide']	[]	['313046621']	['R11147', 'R11149', 'R11382', 'R11383', 'R11386']
C00149	['(S)-Malate', 'L-Malate', 'L-Apple acid', 'L-Malic acid', 'L-2-Hydroxybutanedioic acid', 'Malate', 'Malic acid']	['15589', '30797']	['3449']	['R00214', 'R00216', 'R00342', 'R00343', 'R00360', 'R00361', 'R00406', 'R00472', 'R01082', 'R01256', 'R01257', 'R01447', 'R03323', 'R10612', 'R11074']
C09879	['Lycoflexine']	['6593']	['12065']	[]
C10390	['Primin']	['8413']	['12576']	[]
C14613	['Allenolic acid', '6-Hydroxy-2-naphthalenepropanoic acid']	['34529']	['17395613']	[]
C15431	['17-Ethynyl-5alpha-androstan-17beta-ol', '5alpha,17alpha-Pregn-20-yn-17beta-ol']	['79931']	['17396428']	[]
C15494	['Decylubiquinone', '6-Decylubiquinone', '2,3-Dimethoxy-5-methyl-6-decyl-1,4-benzoquinone']	['52020']	['17396486']	['R07177']
C03199	['1,2-Didecanoylglycerol', '1,2-Didecanoyl-sn-glycerol']	['18155']	['6076']	[]
C20043	['Taicatoxin']	[]	['135626509']	[]
C14105	['1,2-Dihydroxy-7-hydroxymethylnaphthalene']	[]	['854341']	['R06931', 'R06932']
C19806	['Propane-1,2,3-tricarboxylate', 'Tricarballylate']	[]	['135626273']	['R09674']
C01725	['Levanbiose']	['6435']	['4862']	['R10784', 'R11311']
C06789	['Tetrachloroethene', 'Perchloroethylene', 'PCE']	['17300']	['9009']	['R05499', 'R05753']
C08960	['Musennin']	['7036']	['11152']	[]
C12935	['Calcium glycerophosphate', 'Calcium beta-glycerophosphate']	['31336']	['583324']	[]
C03514	['Limonin', 'Evodin']	['16226']	['6323']	['R05325', 'R08462']
C06380	['N-Acyl-D-aspartate']	['15779']	['8616']	['R02182']
C05960	['15-Keto-prostaglandin F2alpha', '15-Keto-prostaglandin F2a', '15-Keto-PGF2alpha', '15-Keto-PGF2a']	['28442']	['8244']	['R02683']
C08355	['beta-D-Sedoheptulopyranose', 'beta-D-Sedoheptulose']	['27520']	['10552']	[]
C14468	['Diisopropyl phthalate']	['34712']	['17395468']	[]
C16084	['Gonadotropin-releasing hormone II', 'Gonadoliberin-II', 'GnRH-II']	['80298']	['47205394']	[]
C18317	['2,4,5-Trihydroxytoluene']	['81668']	['103061499']	['R09236', 'R09237']
C17963	['Colchicoside']	['81415']	['96024183']	[]
C21327	['(R)-2-Aza-beta-tyrosyl-[pcp]']	[]	['319902574']	['R11392', 'R11393']
C22157	['Glycine cleavage system H', '[Glycine cleavage system H]-L-lysine', '[GcvH]-L-lysine', '[GCSH]-L-lysine']	[]	['405226348']	['R12425', 'R12426', 'R12428', 'R12432', 'R12433']
C17727	['omega-Muricholate', 'omega-Muricholic acid']	['81299']	['96024057']	[]
C16463	["3',5'-Cyclic diGMP", 'cdiGMP', "3',5'-Cyclic diguanylic acid", "Bis-(3',5')-cyclic diGMP", "Cyclic di-3',5'-guanylate"]	['49537']	['47205759']	['R08057', 'R08991']
C14994	['3-Methoxy-16-octylestra-1,3,5(10)-triene-16beta,17beta-diol']	['79517']	['17395991']	[]
C16788	['Pyriculol']	['80728']	['96023312']	[]
C06153	['scyllo-Inositol', 'Scyllitol']	['10642']	['8409']	['R09953', 'R09954']
C04833	["m7G(5')pppm6Am-mRNA", "mRNA containing an N6,2'-O-dimethyladenosine cap", "5-(N7-Methyl 5-triphosphoguanosine)-N6,2'-O-dimethyladenosine-[mRNA]"]	['17894']	['7394']	['R03788']
C01612	['Secondary alcohol', "R-CHOH-R'"]	['35681']	['4764']	['R00624', 'R02277', 'R03557', 'R09467', 'R09468', 'R10574']
C11620	['Syringetin', "3',5'-O-Dimethylmyricetin", "3,5,7,4'-Tetrahydroxy-3',5'-dimethoxyflavone"]	['18215']	['13785']	['R06816']
C12218	['Fe(CN)2', 'Iron cyanide (Fe(CN)2)']	['31594']	['14363']	[]
C14728	["2,2',3,3',4',5-Hexachloro-4-biphenylol"]	['34195']	['17395727']	[]
C15979	['[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine', 'S-(2-Methylbutanoyl)-dihydrolipoamide-E']	['80224']	['47205292']	['R03174', 'R04225', 'R07604']
C01095	['D-Ribose 5-diphosphate']	['28662']	['4330']	[]
C18819	['Cloxyfonac-sodium']	['81983']	['124489493']	[]
C13881	['Barium cation', 'Ba2+', 'Barium(2+)', 'Barium ion']	['37136']	['854126']	[]
C06479	['Ketosteroid']	[]	['8711']	['R07192', 'R07193']
C00066	['tRNA', 'tRNA(n)', 'tRNA(n+1)', 'transfer RNA']	['17843']	['3366']	['R04238', 'R04684', 'R04685', 'R07285']
C15127	['6alpha-Fluoropregn-4-ene-3,20-dione', '6alpha-Fluoroprogesterone']	['79645']	['17396124']	[]
C16345	['Volicitin', 'N-(17-Hydroxylinolenoyl)-L-glutamine']	['80462']	['47205653']	[]
C05769	['Coproporphyrin I']	['28421']	['8064']	['R04973']
C19340	['Benzo[g]chrysene']	[]	['124490012']	[]
C19386	['2,5-Diaminotoluene', '2-Methyl-1,4-benzenediamine']	['53619']	['124490058']	[]
C20712	['(S)-Laudanine', '(+)-Laudanidine', '5-[((1S)-6,7-Dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)methyl]-2-methoxyphenol']	[]	['254741181']	['R10605']
C00215	['Nucleotide']	['36976']	['3515']	['R00329', 'R01532', 'R01572', 'R07341']
C03571	['2-Amino-2-methylbutanoate']	[]	['6363']	[]
C07598	['Succimer', 'meso-2,3-Dimercaptosuccinic acid']	['63623']	['9800']	[]
C17234	['2-Aminobut-2-enoate', '(2Z)-2-Aminobut-2-enoic acid', '2-Ammoniobut-2-enoate']	['18820']	['96023642']	['R08632', 'R08633', 'R08635', 'R08637', 'R11101']
C19273	['N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide', 'Furothiazole']	['82353']	['124489945']	[]
C05951	['Leukotriene D4', 'LTD4']	['28666']	['8235']	['R03867', 'R05055', 'R09875']
C11963	['Avermectin B1b aglycone']	['29538']	['14124']	['R06475', 'R06479', 'R06496']
C12278	['Copper gluconate']	['31431']	['14422']	[]
C11447	['dTDP-4-dimethylamino-4,6-dideoxy-5-C-methyl-D-allose']	['10512']	['13619']	['R11465']
C02351	['o-Benzoquinone', '1,2-Benzoquinone']	['17253']	['5398']	['R00058']
C14202	["2,2',4,4',6,6'-Hexachlorobiphenyl", 'PCB 155']	['34203']	['7847012']	[]
C21969	['2-O-[6-O-Octanoyl-alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate']	[]	['376219002']	['R12159']
C09981	['Zearalenone']	['10106']	['12167']	[]
C14224	['4-Hydroxybiphenyl', '4-Phenylphenol']	['34422']	['7847034']	[]
C21552	['Valdecoxib']	[]	['336445190']	[]
C06780	['Pradimicinone II']	['8353']	['9000']	[]
C18427	['Daimuron']	['81739']	['124489101']	[]
C20064	['kappa-Hefutoxin 1']	[]	['135626530']	[]
C21478	['Erastin']	[]	['329970430']	[]
C00307	['CDP-choline', "Cytidine 5'-diphosphocholine", 'Citicoline']	['16436']	['3601']	['R01321', 'R01890', 'R01891', 'R01929', 'R03110', 'R04321', 'R07389', 'R09538']
C15121	['alpha-(p-Methoxyphenyl)-2-pyridineacrylonitrile']	['79640']	['17396118']	[]
C10942	['Inabenfide']	['5887']	['13125']	[]
C07293	['Glutaredoxin disulfide']	[]	['9502']	['R05747', 'R10409', 'R12571']
C07427	['Perphenazine', '4-(3-(2-Chlorophenothiazin-10-YL)propyl)-1-piperazineethanol']	['8028']	['9631']	[]
C11161	['Ethidium bromide', 'Homidium bromide']	['4883']	['13343']	[]
C18492	['Tricyclazole']	['81783']	['124489166']	[]
C21232	['PhrC pentapeptide']	[]	['316933513']	[]
C01392	['alpha-Tubulin', 'C-terminal-tyrosinated alpha-Tubulin']	[]	['4584']	['R04730']
C07216	['3-Methylbenzyl alcohol']	['27995']	['9425']	['R05347', 'R05443']
C06889	['Ceftazidime']	['3508']	['9106']	[]
C09133	['(-)-Chimonanthine']	['87']	['11325']	[]
C16103	['Agouti related protein (87-132)', 'Agouti']	['80317']	['47205413']	[]
C10857	['Darlingine']	['4326']	['13040']	[]
C18393	['Disophenol', '2,6-Diiod-4-nitrophenol']	['81727']	['124489067']	[]
C21400	['Isocaproyl-CoA', '4-Methylpentanoyl-CoA']	[]	['328082943']	['R11462']
C05645	['4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate']	['27593']	['7956']	['R03954', 'R04171']
C14655	['17,17-Dimethyl-18-norandrosta-4,13-dien-3-one']	['34174']	['17395655']	[]
C04562	['Benzyl (2S,3S)-2-methyl-3-hydroxybutanoate']	[]	['7165']	[]
C05490	['11-Dehydrocorticosterone']	['78600']	['7849']	['R03847', 'R03848', 'R08994']
C00402	['D-Aspartate', 'D-Aspartic acid']	['17364']	['3692']	['R00359', 'R00491', 'R02182', 'R05053', 'R09590']
C21939	['(5Z,8Z,11Z)-Icosatrienoyl-CoA', '(5Z,8Z,11Z)-Eicosatrienoyl-CoA', '5Z,8Z,11Z-Eicosatrienoyl-CoA']	[]	['376218972']	['R12169']
C18576	['Clofentezine']	['39315']	['124489250']	[]
C07731	['2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate']	['1135', '36538']	['9933']	['R05360', 'R05411']
C14744	['Dacthal', 'Chlorthal-dimethyl', 'Dimethyl 2,3,5,6-tetrachloroterephthalate']	['34664']	['17395742']	[]
C09188	['Spruceanol']	['9244']	['11380']	[]
C07876	['Magnesium hydroxide', 'Milk of magnesia']	['6637']	['10078']	[]
C15640	['LG 100268']	[]	['17396630']	[]
C17610	['Chrysanthetriol']	['81216']	['96023955']	[]
C13932	['Ruthenium red']	['34956']	['854176']	[]
C19664	['Ergostane']	[]	['135626132']	[]
C05067	['(3E)-3-Enoyl-CoA', 'trans-3-Enoyl-CoA']	['27700']	['7520']	['R07314', 'R12629', 'R12630']
C10576	['Cannabisativine']	['3361']	['12759']	[]
C13798	['8-(5-Hexyl-furan-2-yl)-octanoic acid', '8-(5-Hexyl-furan-2-yl)-octanoate']	['34491']	['854043']	[]
C15255	['1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol']	['79757']	['17396252']	[]
C07409	['Pyrantel']	['8654']	['9613']	[]
C00041	['L-Alanine', 'L-2-Aminopropionic acid', 'L-alpha-Alanine']	['16977']	['3343']	['R00258', 'R00369', 'R00396', 'R00397', 'R00398', 'R00400', 'R00401', 'R00453', 'R00576', 'R00585', 'R00692', 'R00863', 'R00907', 'R00987', 'R01215', 'R01261', 'R01712', 'R02050', 'R02271', 'R02293', 'R02668', 'R02970', 'R03001', 'R03038', 'R03193', 'R03210', 'R03502', 'R03599', 'R03854', 'R03936', 'R04112', 'R04152', 'R04187', 'R05652', 'R07460', 'R08197', 'R08714', 'R08872', 'R09048', 'R09254', 'R10124', 'R10178', 'R10180', 'R10992', 'R11038', 'R11064', 'R11528', 'R11583', 'R12343', 'R12417', 'R12419', 'R12622']
C11749	['(p-Aminobenzyl)penicillin', 'Penicillin T']	['7965']	['13914']	[]
C11890	['Aphidicolan-16beta-ol']	['29519']	['14052']	['R06313', 'R06316']
C12266	['Iturin A']	['31737']	['14411']	[]
C17607	['Kikkanol E']	['81213']	['96023952']	[]
C19510	['Ponceau SX', 'C.I. 14700']	['82522']	['124490182']	[]
C03505	['Hydroxyacetone phosphate', 'Acetol phosphate']	['15362']	['6316']	['R04236']
C11174	['1-Diphosinositol pentakisphosphate', 'D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate)', 'Diphospho-myo-inositol pentakisphosphate', '1D-myo-Inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate']	['62919']	['13356']	['R05799', 'R10548']
C00750	['Spermine', "N,N'-Bis(3-aminopropyl)-1,4-butanediamine"]	['15746']	['4012']	['R02869', 'R08352', 'R09076']
C09350	['Bakkenolide A']	['2984']	['11541']	[]
