Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
12,20-dioxo-leukotriene b4	['134520']	['134520']	['134520']	MNXM150182	['CHEBI:134520', 'bigg.metabolite:CE5141', 'biggM:CE5141', 'chebi:134520', 'hmdb:HMDB0060094']	12,20-dioxo-leukotriene b4	['134520']	['134520']
methaneselenol	['C05703', '64685']	['64685', 'C05703', '6812']	['6812', 'C05703', '64685']	MNXM1093360	['CHEBI:64685', 'bigg.metabolite:methsel', 'biggM:methsel', 'chebi:64685', 'hmdb:HMDB0060488', 'kegg.compound:C05703', 'keggC:C05703', 'seed.compound:cpd03401', 'seedM:cpd03401']	methaneselenol	['64685', '6812', 'C05703']	['64685', 'C05703']
dehydrodolichol, human uterine homolog	[]	[]	[]	MNXM11319	['bigg.metabolite:dedol_U', 'biggM:M_dedol_U', 'biggM:dedol_U']	dehydrodolichol, human uterine homolog	[]	[]
1-(11z-docosenoyl)-glycero-3-phosphate	[]	[]	[]	MNXM67138	['hmdb:HMDB0062304', 'lipidmaps:LMGP10050029', 'lipidmapsM:LMGP10050029']	1-(11z-docosenoyl)-glycero-3-phosphate	[]	[]
heparan sulfate, degradation product 15	[]	[]	[]	MNXM11759	['bigg.metabolite:hs_deg15', 'biggM:M_hs_deg15', 'biggM:hs_deg15']	heparan sulfate, degradation product 15	[]	[]
adipic acid	['30832', 'C06104']	['22267', 'C06104', '30832']	['30832', 'C06104', '22267']	MNXM2800	['CHEBI:30832', 'bigg.metabolite:adpac', 'biggM:adpac', 'chebi:30832', 'hmdb:HMDB0000448', 'kegg.compound:C06104', 'keggC:C06104', 'lipidmaps:LMFA01170048', 'lipidmapsM:LMFA01170048', 'metacyc.compound:ADIPATE', 'metacycM:ADIPATE', 'sabiork.compound:2863', 'sabiorkM:2863', 'seed.compound:cpd03642', 'seedM:cpd03642']	adipic acid	['C06104', '22267', '30832']	['C06104', 'ADIPATE', '30832']
lysyl-valyl-phenylalanine	[]	['160438']	['160438']	MNXM744789	['bigg.metabolite:lysvalphe', 'biggM:M_lysvalphe', 'biggM:lysvalphe']	lysyl-valyl-phenylalanine	['160438']	[]
7,10-hexadecadienoyl coenzyme a	[]	[]	[]	MNXM744906	['bigg.metabolite:hexddcoa', 'biggM:hexddcoa']	7,10-hexadecadienoyl coenzyme a	[]	[]
11-trans-leukotriene e4	['72779']	['72779']	['72779']	MNXM468320	['CHEBI:72779', 'chebi:72779', 'hmdb:HMDB0062286', 'lipidmaps:LMFA03020022', 'lipidmapsM:LMFA03020022']	11-trans-leukotriene e4	['72779']	['72779']
5alpha-cholesta-8,24-dien-3-one	['52386', 'C22136']	['52386', 'C22136']	['52386', 'C22136']	MNXM38313	['hmdb:HMDB0001093']	5alpha-cholesta-8,24-dien-3-one	['52386', 'C22136']	[]
5alpha-cholesta-8,24-dien-3-one	['52386', 'C22136']	['52386', 'C22136']	['52386', 'C22136']	MNXM733491	['CHEBI:52386', 'bigg.metabolite:M01067', 'biggM:M01067', 'chebi:52386', 'kegg.compound:C22136', 'keggC:C22136', 'lipidmaps:LMST01010168', 'lipidmapsM:LMST01010168', 'metacyc.compound:CPD-4581', 'metacycM:CPD-4581', 'reactome:R-ALL-194661', 'reactomeM:R-ALL-194661', 'seed.compound:cpd24507', 'seedM:cpd24507']	5alpha-cholesta-8,24-dien-3-one	['52386', 'C22136']	['52386', 'CPD-4581', 'C22136']
trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene	['82593', 'C19607']	['82593', 'C19607']	['82593', 'C19607']	MNXM22124	['CHEBI:82593', 'chebi:82593', 'hmdb:HMDB0060519', 'hmdb:HMDB60519', 'kegg.compound:C19607', 'keggC:C19607', 'keggC:M_C19607', 'seed.compound:cpd20860', 'seedM:M_cpd20860', 'seedM:cpd20860']	trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene	['C19607', '82593']	['C19607', '82593']
1-pentadecanoylglycerophosphocholine, sn1-lpc (15:0)	[]	['131924']	['131924']	MNXM60743	['bigg.metabolite:pcholn15_hs', 'biggM:pcholn15_hs']	1-pentadecanoylglycerophosphocholine, sn1-lpc (15:0)	['131924']	[]
hydroxylated ebastine	[]	[]	[]	MNXM8725	['bigg.metabolite:ebastineoh', 'biggM:M_ebastineoh', 'biggM:ebastineoh']	hydroxylated ebastine	[]	[]
gibberellin a1	['27717', 'C00859']	['58524', 'CPD1F-139', 'C00859', '27717']	['58524', '27717', 'CPD1F-139', 'C00859']	MNXM1104218	['CHEBI:27717', 'CHEBI:58524', 'chebi:14304', 'chebi:24235', 'chebi:27717', 'chebi:5341', 'chebi:58524', 'chebi:59506', 'kegg.compound:C00859', 'keggC:C00859', 'keggC:M_C00859']	gibberellin a1	['CPD1F-139', 'C00859', '58524', '27717']	['5341', '58524', '59506', '14304', 'C00859', '27717', '24235']
gibberellin a1	['27717', 'C00859']	['58524', 'CPD1F-139', 'C00859', '27717']	['58524', '27717', 'CPD1F-139', 'C00859']	MNXM1104219	['lipidmaps:LMPR0104170001', 'lipidmapsM:LMPR0104170001', 'sabiork.compound:5282', 'sabiorkM:5282']	gibberellin a1	['CPD1F-139', 'C00859', '58524', '27717']	[]
gibberellin a1	['27717', 'C00859']	['58524', 'CPD1F-139', 'C00859', '27717']	['58524', '27717', 'CPD1F-139', 'C00859']	MNXM731927	['metacyc.compound:CPD1F-139', 'metacycM:CPD1F-139', 'seed.compound:cpd00640', 'seedM:M_cpd00640', 'seedM:cpd00640']	gibberellin a1	['CPD1F-139', 'C00859', '58524', '27717']	['CPD1F-139']
1-oleoylglycerol	['75342']	['CPD-11690', '75342']	['75342', 'CPD-11690']	MNXM62354	['CHEBI:75342', 'bigg.metabolite:magole_hs', 'biggM:magole_hs', 'chebi:75342']	1-oleoylglycerol	['CPD-11690', '75342']	['75342']
10,11-dihydro-20-dihydroxy-leukotriene b4	['133322']	['133322']	['133322']	MNXM739707	['CHEBI:133322', 'CHEBI:134437', 'chebi:133322', 'chebi:134437']	10,11-dihydro-20-dihydroxy-leukotriene b4	['133322']	['133322', '134437']
(2e)-pentadecenoyl coenzyme a	[]	['77545']	['77545']	MNXM1103993	['bigg.metabolite:M00061', 'biggM:M00061', 'biggM:M_M00061']	(2e)-pentadecenoyl coenzyme a	['77545']	[]
gama-cehc-glucuronide	['133148', '133149']	[]	['133148', '133149']	MNXM163393	['bigg.metabolite:CE5854', 'biggM:CE5854', 'biggM:M_CE5854']	gama-cehc-glucuronide	['133149', '133148']	[]
2,5-dihydroxybenzoate	['C00628', '17189']	['58044', 'CPD-633', '17189', 'C00628']	['C00628', 'CPD-633', '58044', '17189']	MNXM850	['CHEBI:17189', 'CHEBI:58044', 'bigg.metabolite:HC00460', 'biggM:HC00460', 'biggM:M_HC00460', 'chebi:11451', 'chebi:17189', 'chebi:19381', 'chebi:19382', 'chebi:58044', 'chebi:936', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/31b27d4c-7dc2-410c-be64-ca79ed2789a7', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/31b27d4c-7dc2-410c-be64-ca79ed2789a7', 'hmdb:HMDB0000152', 'hmdb:HMDB00152', 'kegg.compound:C00628', 'keggC:C00628', 'keggC:M_C00628', 'metacyc.compound:CPD-633', 'metacycM:CPD-633', 'reactome:R-ALL-5229239', 'reactome:R-ALL-5246483', 'reactomeM:R-ALL-5229239', 'reactomeM:R-ALL-5246483', 'sabiork.compound:2123', 'sabiorkM:2123', 'seed.compound:cpd00479', 'seedM:M_cpd00479', 'seedM:cpd00479']	2,5-dihydroxybenzoate	['C00628', '58044', 'CPD-633', '17189']	['17189', 'C00628', '19382', '19381', '58044', 'CPD-633', '936', '11451']
losartan-m1	['C07072', '149504', '6541']	[]	['C07072', '149504', '6541']	MNXM744775	['bigg.metabolite:lstnm1', 'biggM:M_lstnm1', 'biggM:lstnm1']	losartan-m1	['6541', 'C07072', '149504']	[]
tetradecenoyl coenzyme a (n-c14:1)	['26900']	[]	['26900']	MNXM1094327	['bigg.metabolite:ttdceacoa', 'biggM:M_ttdceacoa', 'biggM:ttdceacoa']	tetradecenoyl coenzyme a (n-c14:1)	['26900']	[]
3-hydroxyhexadecenoyl coenzyme a	['88087', '87718']	[]	['88087', '87718']	MNXM744426	['bigg.metabolite:3hdeccoa', 'biggM:3hdeccoa', 'biggM:M_3hdeccoa']	3-hydroxyhexadecenoyl coenzyme a	['87718', '88087']	[]
starch, structure 1 (1,6-{7[1,4-glc], 4[1,4-glc]})	[]	[]	[]	MNXM21840	['bigg.metabolite:strch1', 'biggM:M_strch1', 'biggM:strch1']	starch, structure 1 (1,6-{7[1,4-glc], 4[1,4-glc]})	[]	[]
n-acetyl-l-gamma-glutamyl phosphate	['16878', 'C04133']	['C04133', '16878']	['16878', 'C04133']	MNXM1384	['CHEBI:16878', 'chebi:16878']	n-acetyl-l-gamma-glutamyl phosphate	['16878', 'C04133']	['16878']
5-nitro-gama-tocopherol	[]	[]	[]	MNXM164347	['bigg.metabolite:CE5986', 'biggM:CE5986', 'biggM:M_CE5986']	5-nitro-gama-tocopherol	[]	[]
16alpha-hydroxydehydroepiandrosterone	['C05139', '27771']	['27771', 'C05139']	['C05139', '27771']	MNXM2595	['CHEBI:27771', 'bigg.metabolite:eandrstrn', 'biggM:eandrstrn', 'chebi:27771', 'kegg.compound:C05139', 'keggC:C05139', 'lipidmaps:LMST02020064', 'lipidmapsM:LMST02020064', 'seed.compound:cpd03059', 'seedM:cpd03059']	16alpha-hydroxydehydroepiandrosterone	['27771', 'C05139']	['27771', 'C05139']
19-hydroxyandrost-4-ene-3,17-dione	['C05290', '27576']	['27576', 'C05290']	['C05290', '27576']	MNXM90384	['CHEBI:27576', 'bigg.metabolite:and19one', 'biggM:M_and19one', 'biggM:and19one', 'chebi:19178', 'chebi:27576', 'chebi:796', 'hmdb:HMDB0003955', 'hmdb:HMDB03955', 'kegg.compound:C05290', 'keggC:C05290', 'keggC:M_C05290', 'lipidmaps:LMST02020067', 'lipidmapsM:LMST02020067', 'metacyc.compound:CPD66-26', 'metacycM:CPD66-26', 'seed.compound:cpd03137', 'seedM:M_cpd03137', 'seedM:cpd03137']	19-hydroxyandrost-4-ene-3,17-dione	['27576', 'C05290']	['19178', '27576', 'CPD66-26', 'C05290', '796']
uridine-5'-diphosphate-glucuronate	[]	['17200', '13499', 'G10612', 'C00167']	['C00167', 'G10612', '13499', '17200']	MNXM1104891	['hmdb:HMDB0000935']	uridine-5'-diphosphate-glucuronate	['13499', 'C00167', 'G10612', '17200']	[]
m7g(5')pppr-rna	['C02339', '17900']	['17900']	['C02339', '17900']	MNXM92449	['seed.compound:cpd12082', 'seedM:cpd12082']	m7g(5')pppr-rna	['17900', 'C02339']	[]
n-acetyl-s-[2-carboxy-1-(1 h-imidazol-4-yl)ethyl]-l-cysteine	[]	[]	[]	MNXM168488	['bigg.metabolite:CE2088', 'biggM:CE2088', 'biggM:M_CE2088']	n-acetyl-s-[2-carboxy-1-(1 h-imidazol-4-yl)ethyl]-l-cysteine	[]	[]
nefa-blood-pool-in	[]	[]	[]	MNXM1092280	['bigg.metabolite:M02560', 'biggM:M02560', 'biggM:M_M02560']	nefa-blood-pool-in	[]	[]
3-methoxy-4-hydroxyphenylethyleneglycol	['1576', 'C05594']	['1576', 'C05594']	['1576', 'C05594']	MNXM6093	['CHEBI:1576', 'chebi:1576', 'kegg.compound:C05594', 'keggC:C05594', 'seed.compound:cpd03321', 'seedM:cpd03321']	3-methoxy-4-hydroxyphenylethyleneglycol	['1576', 'C05594']	['1576', 'C05594']
n-arachidonoylglycinate	['59002']	['59002']	['59002']	MNXM736682	['CHEBI:59002', 'bigg.metabolite:CE2020', 'biggM:CE2020', 'chebi:59002']	n-arachidonoylglycinate	['59002']	['59002']
n-arachidonoylglycinate	['59002']	['59002']	['59002']	MNXM736683	['hmdb:HMDB0062617']	n-arachidonoylglycinate	['59002']	[]
deoxyhypusine	['50038']	['50038']	['50038']	MNXM49098	['CHEBI:50038', 'bigg.metabolite:CE5588', 'biggM:CE5588', 'biggM:M_CE5588', 'chebi:21859', 'chebi:50038', 'hmdb:HMDB0011150', 'hmdb:HMDB11150']	deoxyhypusine	['50038']	['21859', '50038']
4'-hydroxymethyl-4'-methyl-5'-cholesta-8-en-3'-ol	['87045', '|CPD-21734|', '|CPD-8611|']	[]	['87045', '|CPD-8611|', '|CPD-21734|']	MNXM1092234	['bigg.metabolite:M00962', 'biggM:M00962', 'biggM:M_M00962']	4'-hydroxymethyl-4'-methyl-5'-cholesta-8-en-3'-ol	['CPD-8611', '87045', 'CPD-21734']	[]
13'-carboxy-gama-tocotrienol	['139534']	['139534']	['139534']	MNXM33316	['bigg.metabolite:CE7072', 'biggM:CE7072']	13'-carboxy-gama-tocotrienol	['139534']	[]
alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol	['82575', 'C19581']	['82575', 'C19581']	['82575', 'C19581']	MNXM10644	['CHEBI:82575', 'chebi:82575', 'hmdb:HMDB0062443', 'hmdb:HMDB62443', 'kegg.compound:C19581', 'keggC:C19581', 'keggC:M_C19581', 'seed.compound:cpd20835', 'seedM:M_cpd20835', 'seedM:cpd20835']	alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol	['82575', 'C19581']	['82575', 'C19581']
1-(9z-octadecenoyl)-sn-glycero-3-phosphate	['62837', '74544']	['74544', '62837']	['62837', '74544']	MNXM734215	['CHEBI:62837', 'CHEBI:74544', 'SLM:000000635', 'chebi:62837', 'chebi:74544', 'lipidmaps:LMGP10050008', 'lipidmapsM:LMGP10050008', 'metacyc.compound:L-1-LYSOPHOSPHATIDATE', 'metacycM:L-1-LYSOPHOSPHATIDATE', 'slm:000000635']	1-(9z-octadecenoyl)-sn-glycero-3-phosphate	['62837', '74544']	['62837', 'L-1-LYSOPHOSPHATIDATE', '74544']
keratan sulfate i biosynthesis, precursor 32	[]	[]	[]	MNXM11970	['bigg.metabolite:ksi_pre32', 'biggM:M_ksi_pre32', 'biggM:ksi_pre32']	keratan sulfate i biosynthesis, precursor 32	[]	[]
squalene 2,3-epoxide	['C01054', '15441']	['15441', '78662', 'EPOXYSQUALENE', 'C01054']	['C01054', '78662', '15441', 'EPOXYSQUALENE']	MNXM727928	['CHEBI:15441', 'chebi:15441', 'kegg.compound:C01054', 'keggC:C01054', 'metacyc.compound:EPOXYSQUALENE', 'metacycM:EPOXYSQUALENE', 'reactome:R-ALL-191309', 'reactomeM:R-ALL-191309', 'seed.compound:cpd00776', 'seedM:cpd00776']	squalene 2,3-epoxide	['78662', 'EPOXYSQUALENE', '15441', 'C01054']	['C01054', 'EPOXYSQUALENE', '15441']
squalene 2,3-epoxide	['C01054', '15441']	['15441', '78662', 'EPOXYSQUALENE', 'C01054']	['C01054', '78662', '15441', 'EPOXYSQUALENE']	MNXM727929	['hmdb:HMDB0001188', 'hmdb:HMDB0059621']	squalene 2,3-epoxide	['78662', 'EPOXYSQUALENE', '15441', 'C01054']	[]
squalene 2,3-epoxide	['C01054', '15441']	['15441', '78662', 'EPOXYSQUALENE', 'C01054']	['C01054', '78662', '15441', 'EPOXYSQUALENE']	MNXM727930	['sabiork.compound:5375', 'sabiorkM:5375']	squalene 2,3-epoxide	['78662', 'EPOXYSQUALENE', '15441', 'C01054']	[]
4-hydroxyphenylacetate	['31128', 'C00642', '18101']	['C13636', '31128', '18101', '4-HYDROXYPHENYLACETATE', '48999', 'C00642']	['4-HYDROXYPHENYLACETATE', 'C00642', '18101', '48999', 'C13636', '31128']	MNXM735208	['CHEBI:18101', 'CHEBI:48999', 'bigg.metabolite:4hphac', 'biggM:4hphac', 'biggM:M_4hphac', 'chebi:12014', 'chebi:18101', 'chebi:1874', 'chebi:20419', 'chebi:40091', 'chebi:48999', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/21154a0c-6b4f-4118-b265-5cd134f03c97', 'envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/8284218f-7e7b-4fae-aff9-d167cc692982', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/21154a0c-6b4f-4118-b265-5cd134f03c97', 'envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/8284218f-7e7b-4fae-aff9-d167cc692982', 'hmdb:HMDB0000020', 'hmdb:HMDB00020', 'kegg.compound:C00642', 'keggC:C00642', 'keggC:M_C00642', 'metacyc.compound:4-HYDROXYPHENYLACETATE', 'metacycM:4-HYDROXYPHENYLACETATE', 'seed.compound:cpd00489', 'seedM:M_cpd00489', 'seedM:cpd00489']	4-hydroxyphenylacetate	['18101', 'C13636', '4-HYDROXYPHENYLACETATE', '48999', '31128', 'C00642']	['18101', '20419', '4-HYDROXYPHENYLACETATE', '48999', '1874', '40091', '12014', 'C00642']
globin	['C06258', '5386']	['C06258', '5386']	['C06258', '5386']	MNXM90829	['CHEBI:5386', 'chebi:5386', 'kegg.compound:C06258', 'keggC:C06258', 'keggC:M_C06258', 'seed.compound:cpd12850', 'seedM:M_cpd12850', 'seedM:cpd12850']	globin	['5386', 'C06258']	['5386', 'C06258']
hexaglutamyl folate (thf)	[]	[]	[]	MNXM3616	['bigg.metabolite:6thf', 'biggM:6thf', 'biggM:M_6thf']	hexaglutamyl folate (thf)	[]	[]
uridine diphosphate	['G10619', '17659', 'C00015']	['G10619', '27235', 'C00015', '17659', 'UDP', '61009']	['61009', 'UDP', '17659', '27235', 'C00015', 'G10619']	MNXM1102129	['CHEBI:17659', 'chebi:17659', 'hmdb:HMDB0000295', 'reactome:R-ALL-110096', 'reactome:R-ALL-110732', 'reactome:R-ALL-158602', 'reactome:R-ALL-205687', 'reactome:R-ALL-417888', 'reactomeM:R-ALL-110096', 'reactomeM:R-ALL-110732', 'reactomeM:R-ALL-158602', 'reactomeM:R-ALL-205687', 'reactomeM:R-ALL-417888']	uridine diphosphate	['17659', '61009', 'UDP', 'G10619', 'C00015', '27235']	['17659']
cholest-5-en-3beta-yl (9z,12z,15z-octadecatrienoate)	[]	['84341']	['84341']	MNXM736465	['lipidmaps:LMST01020009', 'lipidmapsM:LMST01020009']	cholest-5-en-3beta-yl (9z,12z,15z-octadecatrienoate)	['84341']	[]
leukotriene a4	['15651', 'C00909']	['57463', '15651', 'C00909']	['15651', 'C00909', '57463']	MNXM736522	['CHEBI:15651', 'CHEBI:57463', 'SLM:000000970', 'bigg.metabolite:leuktrA4', 'biggM:M_leuktrA4', 'biggM:leuktrA4', 'chebi:10937', 'chebi:14503', 'chebi:15651', 'chebi:25023', 'chebi:57463', 'chebi:6420', 'hmdb:HMDB0001337', 'hmdb:HMDB01337', 'kegg.compound:C00909', 'keggC:C00909', 'keggC:M_C00909', 'lipidmaps:LMFA03020023', 'lipidmapsM:LMFA03020023', 'reactome:R-ALL-265281', 'reactomeM:R-ALL-265281', 'slm:000000970']	leukotriene a4	['15651', '57463', 'C00909']	['15651', '14503', '10937', '6420', '57463', 'C00909', '25023']
leukotriene a4	['15651', 'C00909']	['57463', '15651', 'C00909']	['15651', 'C00909', '57463']	MNXM736523	['lipidmaps:LMFA03020038', 'lipidmapsM:LMFA03020038', 'metacyc.compound:CPD-8892', 'metacycM:CPD-8892', 'seed.compound:cpd00675', 'seedM:M_cpd00675', 'seedM:cpd00675']	leukotriene a4	['15651', '57463', 'C00909']	['CPD-8892']
leukotriene a4	['15651', 'C00909']	['57463', '15651', 'C00909']	['15651', 'C00909', '57463']	MNXM736524	['sabiork.compound:5309', 'sabiorkM:5309']	leukotriene a4	['15651', '57463', 'C00909']	[]
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM725903	['kegg.compound:C00721', 'keggC:C00721', 'keggC:M_C00721']	dextrin	['G10545', 'C00721', '28675', 'G00725']	['C00721']
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737238	['sabiork.compound:5198', 'sabiorkM:5198']	dextrin	['G10545', 'C00721', '28675', 'G00725']	[]
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737239	['hmdb:HMDB0006857', 'hmdb:HMDB06857']	dextrin	['G10545', 'C00721', '28675', 'G00725']	[]
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737240	['seed.compound:cpd11594', 'seedM:M_cpd11594', 'seedM:cpd11594']	dextrin	['G10545', 'C00721', '28675', 'G00725']	[]
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737241	['bigg.metabolite:dextrin', 'biggM:M_dextrin', 'biggM:dextrin']	dextrin	['G10545', 'C00721', '28675', 'G00725']	[]
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737242	['CHEBI:28675', 'chebi:23651', 'chebi:28675', 'chebi:4468']	dextrin	['G10545', 'C00721', '28675', 'G00725']	['4468', '28675', '23651']
dextrin	['28675', 'G00725', 'G10545', 'C00721']	['28675', 'C00721', 'G00725', 'G10545']	['28675', 'G10545', 'G00725', 'C00721']	MNXM737243	['kegg.glycan:G00725', 'keggG:G00725', 'keggG:M_G00725']	dextrin	['G10545', 'C00721', '28675', 'G00725']	[]
((n-acetyl-d-glucosaminyl)5-(alpha-d-mannosyl)2-beta-d-mannosyl-diacetylchitobiosyl)-l-asparagine (protein)	[]	[]	[]	MNXM13407	['bigg.metabolite:n5m2masn', 'biggM:M_n5m2masn', 'biggM:n5m2masn']	((n-acetyl-d-glucosaminyl)5-(alpha-d-mannosyl)2-beta-d-mannosyl-diacetylchitobiosyl)-l-asparagine (protein)	[]	[]
aflatoxin b1	['2504', 'C06800']	['2504', 'C06800']	['2504', 'C06800']	MNXM735258	['CHEBI:125421', 'CHEBI:2504', 'bigg.metabolite:aflatoxin', 'biggM:M_aflatoxin', 'biggM:aflatoxin', 'chebi:125421', 'chebi:2504', 'hmdb:HMDB0006552', 'hmdb:HMDB06552', 'kegg.compound:C06800', 'keggC:C06800', 'keggC:M_C06800', 'lipidmaps:LMPK10000006', 'lipidmapsM:LMPK10000006', 'metacyc.compound:CPD-4592', 'metacycM:CPD-4592', 'reactome:R-ALL-156522', 'reactome:R-ALL-5423605', 'reactomeM:R-ALL-156522', 'reactomeM:R-ALL-5423605', 'sabiork.compound:8928', 'sabiorkM:8928', 'seed.compound:cpd04172', 'seedM:M_cpd04172', 'seedM:cpd04172']	aflatoxin b1	['C06800', '2504']	['CPD-4592', 'C06800', '2504', '125421']
beta-carboline	['C20157', '109895']	['CPD-15304', 'C20157', '109895']	['C20157', '109895', 'CPD-15304']	MNXM43781	['CHEBI:109895', 'bigg.metabolite:CE3087', 'biggM:CE3087', 'biggM:M_CE3087', 'chebi:109895', 'hmdb:HMDB0012897', 'hmdb:HMDB12897', 'kegg.compound:C20157', 'keggC:C20157', 'keggC:M_C20157', 'metacyc.compound:CPD-15304', 'metacycM:CPD-15304', 'sabiork.compound:25502', 'sabiorkM:25502', 'seed.compound:cpd21390', 'seedM:M_cpd21390', 'seedM:cpd21390']	beta-carboline	['C20157', '109895', 'CPD-15304']	['C20157', '109895', 'CPD-15304']
(glcnac)6 (man)3 (asn)1	[]	['G10684', 'G13029', 'G04882', 'G00021']	['G10684', 'G13029', 'G04882', 'G00021']	MNXM1092268	['bigg.metabolite:M01869', 'biggM:M01869', 'biggM:M_M01869']	(glcnac)6 (man)3 (asn)1	['G00021', 'G13029', 'G04882', 'G10684']	[]
1-acylglycerol-ld-sm-pool	[]	[]	[]	MNXM1089010	['bigg.metabolite:HC02076', 'biggM:HC02076', 'biggM:M_HC02076']	1-acylglycerol-ld-sm-pool	[]	[]
phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (h5)	[]	[]	[]	MNXM165075	['bigg.metabolite:emgacpail_cho', 'biggM:M_emgacpail_cho', 'biggM:emgacpail_cho']	phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (h5)	[]	[]
phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (h5)	[]	[]	[]	MNXM9023	['bigg.metabolite:emgacpail_hs', 'biggM:M_emgacpail_hs', 'biggM:emgacpail_hs']	phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (h5)	[]	[]
tryptophanyl-arginyl-alanine	[]	['164435']	['164435']	MNXM744926	['bigg.metabolite:trpargala', 'biggM:M_trpargala', 'biggM:trpargala']	tryptophanyl-arginyl-alanine	['164435']	[]
valeric acid	['17418', 'C00803']	['C00803', '31011', '17418']	['17418', '31011', 'C00803']	MNXM3382	['CHEBI:17418', 'bigg.metabolite:M03134', 'biggM:M03134', 'chebi:17418', 'hmdb:HMDB0000892', 'kegg.compound:C00803', 'keggC:C00803', 'lipidmaps:LMFA01010005', 'lipidmapsM:LMFA01010005', 'sabiork.compound:2161', 'sabiorkM:2161', 'seed.compound:cpd00597', 'seedM:cpd00597']	valeric acid	['31011', 'C00803', '17418']	['C00803', '17418']
(z)-but-2-ene-1,2,3-tricarboxylate	['16717', 'C04225']	['C04225', '57872', '16717']	['16717', 'C04225', '57872']	MNXM1792	['CHEBI:16717', 'CHEBI:57872', 'chebi:16717', 'chebi:57872', 'hmdb:HMDB0006357', 'kegg.compound:C04225', 'keggC:C04225', 'metacyc.compound:CPD-1136', 'metacycM:CPD-1136', 'sabiork.compound:7166', 'sabiorkM:7166', 'seed.compound:cpd02597', 'seedM:cpd02597']	(z)-but-2-ene-1,2,3-tricarboxylate	['C04225', '16717', '57872']	['C04225', 'CPD-1136', '16717', '57872']
5-methoxyindoleacetate	['|CPD-12020|', 'C05660', '28281']	['CPD-12020', '28281', 'C05660']	['|CPD-12020|', '28281', 'C05660', 'CPD-12020']	MNXM38195	['bigg.metabolite:5moxact', 'biggM:5moxact', 'hmdb:HMDB0004096', 'kegg.compound:C05660', 'keggC:C05660', 'seed.compound:cpd03371', 'seedM:cpd03371']	5-methoxyindoleacetate	['C05660', 'CPD-12020', '28281']	['C05660']
7z-hexadecenoyl coenzyme a	['88008', '87698']	['88008', '87698']	['88008', '87698']	MNXM1101255	['bigg.metabolite:M01191', 'biggM:M01191', 'biggM:M_M01191']	7z-hexadecenoyl coenzyme a	['88008', '87698']	[]
cholesteryl arachidonate, cholesterol-ester (20:4, delta 5,8,11,14)	[]	['82751']	['82751']	MNXM1104133	['bigg.metabolite:xolest204_hs', 'biggM:xolest204_hs']	cholesteryl arachidonate, cholesterol-ester (20:4, delta 5,8,11,14)	['82751']	[]
phytoceramide	['31998', 'C12145']	['C12145', '139051', '31998']	['31998', '139051', 'C12145']	MNXM742038	['bigg.metabolite:phcrm_hs', 'biggM:M_phcrm_hs', 'biggM:phcrm_hs']	phytoceramide	['31998', '139051', 'C12145']	[]
isolecyl-seryl-arginine	[]	['158730']	['158730']	MNXM744760	['bigg.metabolite:ileserarg', 'biggM:M_ileserarg', 'biggM:ileserarg']	isolecyl-seryl-arginine	['158730']	[]
