Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
6-o-{alpha-d-mannosyl-(1->2)-alpha-d-mannosyl-(1->6)-2-o-[(2-aminoethyl)phosphoryl]-alpha-d-mannosyl-(1->4)-alpha-d-glucosaminyl}-o-acyl-1-phosphatidyl-1d-myo-inositol	['53059']	['53059', 'G00149']	['G00149', '53059']	MNXM1179	['CHEBI:53059', 'chebi:53059', 'reactome:R-ALL-162684', 'reactomeM:R-ALL-162684']	6-o-{alpha-d-mannosyl-(1->2)-alpha-d-mannosyl-(1->6)-2-o-[(2-aminoethyl)phosphoryl]-alpha-d-mannosyl-(1->4)-alpha-d-glucosaminyl}-o-acyl-1-phosphatidyl-1d-myo-inositol	['53059', 'G00149']	['53059']
ceramide-2 (c26)	[]	[]	[]	MNXM63797	['metacyc.compound:CPD-16357', 'metacycM:CPD-16357', 'seed.compound:cpd33764', 'seedM:cpd33764']	ceramide-2 (c26)	[]	['CPD-16357']
ferricytochrome c	['15991', 'C00125']	['C00125', '15991']	['15991', 'C00125']	MNXM731952	['kegg.compound:C00125', 'keggC:C00125', 'keggC:M_C00125']	ferricytochrome c	['15991', 'C00125']	['C00125']
ferricytochrome c	['15991', 'C00125']	['C00125', '15991']	['15991', 'C00125']	MNXM731954	['bigg.metabolite:ficytC', 'biggM:M_ficytC', 'biggM:ficytC', 'sabiork.compound:1938', 'sabiorkM:1938']	ferricytochrome c	['15991', 'C00125']	[]
ferricytochrome c	['15991', 'C00125']	['C00125', '15991']	['15991', 'C00125']	MNXM731967	['bigg.metabolite:ficytc', 'biggM:M_ficytc', 'biggM:ficytc']	ferricytochrome c	['15991', 'C00125']	[]
ferricytochrome c	['15991', 'C00125']	['C00125', '15991']	['15991', 'C00125']	MNXM731974	['CHEBI:15991', 'chebi:14240', 'chebi:14245', 'chebi:15991', 'chebi:5026']	ferricytochrome c	['15991', 'C00125']	['14245', '14240', '15991', '5026']
nicotinamide ribose	['15927']	['15927', 'C03150']	['15927', 'C03150']	MNXM1101284	['CHEBI:15927', 'chebi:15927', 'hmdb:HMDB0000855', 'metacyc.compound:NICOTINAMIDE_RIBOSE', 'metacycM:NICOTINAMIDE_RIBOSE', 'seed.compound:cpd02016', 'seedM:cpd02016']	nicotinamide ribose	['C03150', '15927']	['15927', 'NICOTINAMIDE_RIBOSE']
(2s,3r)-3-hydroxybutane-1,2,3-tricarboxylic acid	['15607', 'C04593']	['15607', '57429', 'C04593']	['15607', 'C04593', '57429']	MNXM1104206	['CHEBI:15607', 'chebi:15607', 'lipidmaps:LMFA01050444', 'lipidmapsM:LMFA01050444']	(2s,3r)-3-hydroxybutane-1,2,3-tricarboxylic acid	['15607', 'C04593', '57429']	['15607']
5'-adenylyl sulfate	['C00224', '17709']	['17709', 'C00224']	['C00224', '17709']	MNXM1103087	['CHEBI:17709', 'chebi:17709', 'kegg.compound:C00224', 'keggC:C00224', 'reactome:R-ALL-174370', 'reactomeM:R-ALL-174370', 'seed.compound:cpd00193', 'seedM:cpd00193']	5'-adenylyl sulfate	['C00224', '17709']	['C00224', '17709']
hexanoyl-acp	['5704', 'C05749']	['5704', 'C05749']	['5704', 'C05749']	MNXM728621	['seed.compound:cpd11472', 'seedM:M_cpd11472', 'seedM:cpd11472']	hexanoyl-acp	['5704', 'C05749']	[]
coq6	['52971']	['C17568', 'UBIQUINONE-6', '52971']	['C17568', '52971', 'UBIQUINONE-6']	MNXM731831	['CHEBI:52971', 'chebi:52971', 'hmdb:HMDB0036062']	coq6	['C17568', '52971', 'UBIQUINONE-6']	['52971']
inositol-p-ceramide a (c26)	['60405']	['60405']	['60405']	MNXM57477	['CHEBI:60405', 'chebi:60405', 'metacyc.compound:CPD-16375', 'metacycM:CPD-16375', 'seed.compound:cpd32685', 'seedM:cpd32685']	inositol-p-ceramide a (c26)	['60405']	['CPD-16375', '60405']
aicar	['C04677', '18406']	['C04677', '18406', '28498']	['C04677', '18406', '28498']	MNXM1103366	['CHEBI:18406', 'chebi:18406', 'hmdb:HMDB0001517', 'kegg.compound:C04677', 'keggC:C04677', 'metacyc.compound:AICAR', 'metacycM:AICAR', 'reactome:R-ALL-111409', 'reactomeM:R-ALL-111409', 'sabiork.compound:1891', 'sabiorkM:1891', 'seed.compound:cpd02851', 'seedM:cpd02851']	aicar	['28498', '18406', 'C04677']	['18406', 'AICAR', 'C04677']
aicar	['C04677', '18406']	['C04677', '18406', '28498']	['C04677', '18406', '28498']	MNXM39971	['CHEBI:28498', 'chebi:28498', 'hmdb:HMDB0062179', 'metacyc.compound:CPD-22415', 'metacycM:CPD-22415']	aicar	['28498', '18406', 'C04677']	['28498', 'CPD-22415']
aicar	['C04677', '18406']	['C04677', '18406', '28498']	['C04677', '18406', '28498']	MNXM736125	['hmdb:HMDB0003192']	aicar	['28498', '18406', 'C04677']	[]
aicar	['C04677', '18406']	['C04677', '18406', '28498']	['C04677', '18406', '28498']	MNXM737372	['hmdb:HMDB0062424']	aicar	['28498', '18406', 'C04677']	[]
l-gamma-glutamyl phosphate	['|L-GLUTAMATE-5-P|', '17798', 'C03287', '58274']	['17798', 'C03287']	['|L-GLUTAMATE-5-P|', '17798', 'C03287', '58274']	MNXM1280	['CHEBI:17798', 'chebi:17798', 'hmdb:HMDB0001228']	l-gamma-glutamyl phosphate	['C03287', 'L-GLUTAMATE-5-P', '17798', '58274']	['17798']
3-hexaprenyl-4-hydroxybenzoic acid	['31116', 'C13425']	['31116', 'C13425', '3-HEXAPRENYL-4-HYDROXYBENZOATE']	['3-HEXAPRENYL-4-HYDROXYBENZOATE', '31116', 'C13425']	MNXM733936	['CHEBI:31116', 'chebi:31116', 'hmdb:HMDB0006816', 'kegg.compound:C13425', 'keggC:C13425', 'lipidmaps:LMPR02010045', 'lipidmapsM:LMPR02010045', 'reactome:R-ALL-2162330', 'reactomeM:R-ALL-2162330', 'seed.compound:cpd09429', 'seedM:cpd09429']	3-hexaprenyl-4-hydroxybenzoic acid	['3-HEXAPRENYL-4-HYDROXYBENZOATE', '31116', 'C13425']	['31116', 'C13425']
zymosteryl oleate	['52384']	['52384']	['52384']	MNXM89472	['CHEBI:52384', 'chebi:52384', 'lipidmaps:LMST01020034', 'lipidmapsM:LMST01020034']	zymosteryl oleate	['52384']	['52384']
inositol-p-ceramide b' (c24)	['60406']	['60410', '60406']	['60406', '60410']	MNXM57474	['CHEBI:60406', 'chebi:60406', 'metacyc.compound:CPD-16376', 'metacycM:CPD-16376', 'seed.compound:cpd35595', 'seedM:cpd35595']	inositol-p-ceramide b' (c24)	['60406', '60410']	['60406', 'CPD-16376']
dihydroxyacetone phosphate	['|HYDROXYACETONE-PHOSPHATE|', 'C00111', '16108', 'C03505', '57290']	['DIHYDROXY-ACETONE-PHOSPHATE', 'C00111', '57642', '16108']	['|HYDROXYACETONE-PHOSPHATE|', 'C00111', 'DIHYDROXY-ACETONE-PHOSPHATE', '57642', '16108', 'C03505', '57290']	MNXM77	['CHEBI:16108', 'CHEBI:57642', 'bigg.metabolite:dhap', 'biggM:M_dhap', 'biggM:dhap', 'chebi:14341', 'chebi:14342', 'chebi:16108', 'chebi:24355', 'chebi:39571', 'chebi:5454', 'chebi:57642', 'hmdb:HMDB0001473', 'hmdb:HMDB0011735', 'hmdb:HMDB01473', 'hmdb:HMDB11735', 'kegg.compound:C00111', 'keggC:C00111', 'keggC:M_C00111', 'metacyc.compound:DIHYDROXY-ACETONE-PHOSPHATE', 'metacycM:DIHYDROXY-ACETONE-PHOSPHATE', 'reactome:R-ALL-188451', 'reactome:R-ALL-390404', 'reactome:R-ALL-75970', 'reactomeM:R-ALL-188451', 'reactomeM:R-ALL-390404', 'reactomeM:R-ALL-75970', 'sabiork.compound:28', 'sabiorkM:28', 'seed.compound:cpd00095', 'seedM:M_cpd00095', 'seedM:cpd00095']	dihydroxyacetone phosphate	['DIHYDROXY-ACETONE-PHOSPHATE', 'HYDROXYACETONE-PHOSPHATE', '57290', '16108', 'C03505', 'C00111', '57642']	['DIHYDROXY-ACETONE-PHOSPHATE', '39571', '5454', '16108', '14342', '14341', 'C00111', '24355', '57642']
dihydrofolic acid	['15633', 'C00415']	['C00415', '67014', '23743', '15633']	['15633', '67014', 'C00415', '23743']	MNXM281	['CHEBI:15633', 'chebi:15633', 'hmdb:HMDB0001056', 'kegg.compound:C00415', 'keggC:C00415', 'reactome:R-ALL-73604', 'reactomeM:R-ALL-73604', 'sabiork.compound:1336', 'sabiorkM:1336', 'seed.compound:cpd00330', 'seedM:cpd00330']	dihydrofolic acid	['C00415', '23743', '67014', '15633']	['C00415', '15633']
dihydrofolic acid	['15633', 'C00415']	['C00415', '67014', '23743', '15633']	['15633', '67014', 'C00415', '23743']	MNXM89751	['CHEBI:23743', 'chebi:23743']	dihydrofolic acid	['C00415', '23743', '67014', '15633']	['23743']
4-methyl-5-(2-phosphonooxyethyl)thiazole	['C04327', '58296', '17857', '|THZ-P|']	['C04327', '17857']	['C04327', '58296', '17857', '|THZ-P|']	MNXM960	['CHEBI:17857', 'chebi:17857', 'kegg.compound:C04327', 'keggC:C04327', 'seed.compound:cpd02654', 'seedM:cpd02654']	4-methyl-5-(2-phosphonooxyethyl)thiazole	['THZ-P', '58296', '17857', 'C04327']	['17857', 'C04327']
inositol-p-ceramide c (c24)	['60413']	['60413']	['60413']	MNXM527428	['CHEBI:60413', 'chebi:60413']	inositol-p-ceramide c (c24)	['60413']	['60413']
inositol-p-ceramide c (c24)	['60413']	['60413']	['60413']	MNXM57485	['metacyc.compound:CPD-16380', 'metacycM:CPD-16380', 'seed.compound:cpd32323', 'seedM:cpd32323']	inositol-p-ceramide c (c24)	['60413']	['CPD-16380']
icosanoyl-coa	['15527', 'C02041']	['15527', 'C02041']	['15527', 'C02041']	MNXM1103963	['CHEBI:15527', 'chebi:15527', 'kegg.compound:C02041', 'keggC:C02041', 'lipidmaps:LMFA07050329', 'lipidmapsM:LMFA07050329', 'metacyc.compound:CPD-9965', 'metacycM:CPD-9965', 'reactome:R-ALL-548794', 'reactomeM:R-ALL-548794', 'sabiork.compound:2363', 'sabiorkM:2363', 'seed.compound:cpd01393', 'seedM:cpd01393']	icosanoyl-coa	['15527', 'C02041']	['15527', 'C02041', 'CPD-9965']
icosanoyl-coa	['15527', 'C02041']	['15527', 'C02041']	['15527', 'C02041']	MNXM490832	['seed.compound:cpd29308', 'seedM:cpd29308']	icosanoyl-coa	['15527', 'C02041']	[]
icosanoyl-coa	['15527', 'C02041']	['15527', 'C02041']	['15527', 'C02041']	MNXM728391	['hmdb:HMDB0004258']	icosanoyl-coa	['15527', 'C02041']	[]
3-hexaprenyl-4,5-dihydroxybenzoic acid	['18081']	['58373', 'C05200', '18081']	['18081', '58373', 'C05200']	MNXM2783	['CHEBI:18081', 'chebi:18081', 'hmdb:HMDB0001063', 'lipidmaps:LMPR02010043', 'lipidmapsM:LMPR02010043', 'reactome:R-ALL-2162278', 'reactomeM:R-ALL-2162278']	3-hexaprenyl-4,5-dihydroxybenzoic acid	['58373', 'C05200', '18081']	['18081']
4-diphospho-1d-myo-inositol pentakisphosphate	['53064', '|CPD-11701|']	['53064']	['53064', '|CPD-11701|']	MNXM37435	['CHEBI:53064', 'chebi:53064', 'metacyc.compound:CPD-11701', 'metacycM:CPD-11701', 'seed.compound:cpd23062', 'seedM:M_cpd23062', 'seedM:cpd23062']	4-diphospho-1d-myo-inositol pentakisphosphate	['CPD-11701', '53064']	['CPD-11701', '53064']
pgc1	['15546']	['15546', 'C04686']	['15546', 'C04686']	MNXM736894	['CHEBI:15546', 'chebi:15546', 'lipidmaps:LMFA03010160', 'lipidmapsM:LMFA03010160']	pgc1	['C04686', '15546']	['15546']
farnesyl diphosphate	['C00448', '|FARNESYL-PP|', '17407', '175763']	['14231', '50277', '17407', 'C00448']	['14231', '17407', '50277', '|FARNESYL-PP|', '175763', 'C00448']	MNXM1103345	['CHEBI:50277', 'bigg.metabolite:frdp', 'biggM:M_frdp', 'biggM:frdp', 'chebi:14231', 'chebi:24016', 'chebi:50277', 'reactome:R-ALL-2530486', 'reactomeM:R-ALL-2530486', 'sabiork.compound:5095', 'sabiorkM:5095']	farnesyl diphosphate	['17407', 'FARNESYL-PP', '14231', '50277', '175763', 'C00448']	['14231', '50277', '24016']
homocitrate	['17852', '58884', 'C01251', '36457', '|CPD-150|', '|HOMO-CIT|', '52222']	['C01251', '36457', '52222', '17852']	['17852', '58884', 'C01251', '36457', '|CPD-150|', '|HOMO-CIT|', '52222']	MNXM1104627	['CHEBI:17852', 'CHEBI:36457', 'chebi:1147', 'chebi:11593', 'chebi:17852', 'chebi:24608', 'chebi:24609', 'chebi:36457', 'sabiork.compound:2268', 'sabiorkM:2268']	homocitrate	['58884', 'CPD-150', 'C01251', '36457', 'HOMO-CIT', '17852', '52222']	['11593', '36457', '24609', '17852', '1147', '24608']
erythro-4-hydroxy-l-glutamic acid	['21285']	['C05947', '21285']	['21285', 'C05947']	MNXM733010	['CHEBI:21285', 'chebi:21285']	erythro-4-hydroxy-l-glutamic acid	['C05947', '21285']	['21285']
gln-trna(gln)	['C02282', '29166']	['C02282', '29166']	['C02282', '29166']	MNXM741207	['seed.compound:cpd12060', 'seedM:M_cpd12060', 'seedM:cpd12060']	gln-trna(gln)	['C02282', '29166']	[]
gln-trna(gln)	['C02282', '29166']	['C02282', '29166']	['C02282', '29166']	MNXM741208	['CHEBI:29166', 'chebi:13112', 'chebi:13344', 'chebi:29166', 'chebi:5433']	gln-trna(gln)	['C02282', '29166']	['13344', '5433', '13112', '29166']
1-pyrroline-3-hydroxy-5-carboxylic acid	['27391']	['C04281', '27391', '58509']	['27391', '58509', 'C04281']	MNXM848	['CHEBI:27391', 'chebi:27391']	1-pyrroline-3-hydroxy-5-carboxylic acid	['C04281', '27391', '58509']	['27391']
dihydrolipoylprotein	['16194', 'C02972']	['C02972', '16194']	['16194', 'C02972']	MNXM731215	['kegg.compound:C02972', 'keggC:C02972', 'keggC:M_C02972']	dihydrolipoylprotein	['C02972', '16194']	['C02972']
dihydrolipoylprotein	['16194', 'C02972']	['C02972', '16194']	['16194', 'C02972']	MNXM731221	['CHEBI:16194', 'chebi:14155', 'chebi:16194', 'chebi:4570']	dihydrolipoylprotein	['C02972', '16194']	['14155', '4570', '16194']
d-glucose	['4167', 'C00031']	['17634', 'D-Glucose', '4167', 'C00031', '42758']	['C00031', '42758', '17634', '4167', 'D-Glucose']	MNXM735619	['CHEBI:4167', 'bigg.metabolite:glc__D', 'biggM:M_glc__D', 'biggM:glc', 'biggM:glc-D', 'biggM:glc__D', 'chebi:4167', 'hmdb:HMDB0000122', 'hmdb:HMDB0006564', 'hmdb:HMDB00122', 'hmdb:HMDB06564', 'kegg.compound:C00031', 'kegg.drug:D00009', 'keggC:C00031', 'keggC:M_C00031', 'keggD:D00009', 'keggD:M_D00009', 'metacyc.compound:Glucopyranose', 'metacycM:Glucopyranose', 'seed.compound:cpd00027', 'seedM:M_cpd00027', 'seedM:cpd00027']	d-glucose	['42758', '4167', 'D-Glucose', '17634', 'C00031']	['4167', 'Glucopyranose', 'C00031']
d-glucose	['4167', 'C00031']	['17634', 'D-Glucose', '4167', 'C00031', '42758']	['C00031', '42758', '17634', '4167', 'D-Glucose']	MNXM735623	['CHEBI:17634', 'chebi:12965', 'chebi:17634', 'chebi:20999']	d-glucose	['42758', '4167', 'D-Glucose', '17634', 'C00031']	['12965', '17634', '20999']
(r)-2,3-dihydroxy-3-methylbutanoate	['|CPD-13357|', 'C06007', '15684', '49072', '49258', '|1-KETO-2-METHYLVALERATE|', 'C04272']	['15684', 'C04272', '49072']	['|CPD-13357|', 'C06007', '15684', '49072', '49258', '|1-KETO-2-METHYLVALERATE|', 'C04272']	MNXM734	['CHEBI:49072', 'bigg.metabolite:23dhmb', 'biggM:23dhmb', 'chebi:49072', 'hmdb:HMDB0012141', 'kegg.compound:C04272', 'keggC:C04272', 'metacyc.compound:CPD-13357', 'metacycM:CPD-13357', 'sabiork.compound:7197', 'sabiorkM:7197', 'seed.compound:cpd19030', 'seedM:cpd19030']	(r)-2,3-dihydroxy-3-methylbutanoate	['C06007', '49258', '1-KETO-2-METHYLVALERATE', 'CPD-13357', 'C04272', '49072', '15684']	['49072', 'CPD-13357', 'C04272']
d-ribose	['47013', 'C00121', 'C21057']	['47014', '47013', 'C00121', 'C21057', '16988']	['47013', '47014', 'C00121', '16988', 'C21057']	MNXM732917	['CHEBI:47013', 'bigg.metabolite:rib__D', 'biggM:M_rib__D', 'biggM:rib-D', 'biggM:rib__D', 'chebi:4233', 'chebi:46999', 'chebi:47013', 'hmdb:HMDB0000283', 'hmdb:HMDB0012194', 'hmdb:HMDB00283', 'hmdb:HMDB12194', 'kegg.compound:C00121', 'keggC:C00121', 'keggC:M_C00121', 'metacyc.compound:D-Ribofuranose', 'metacycM:D-Ribofuranose', 'seed.compound:cpd00105', 'seedM:M_cpd00105', 'seedM:cpd00105']	d-ribose	['C21057', '47014', '47013', '16988', 'C00121']	['4233', 'D-Ribofuranose', '47013', '46999', 'C00121']
d-ribose	['47013', 'C00121', 'C21057']	['47014', '47013', 'C00121', 'C21057', '16988']	['47013', '47014', 'C00121', '16988', 'C21057']	MNXM732919	['CHEBI:16988', 'chebi:13011', 'chebi:16988', 'chebi:21078']	d-ribose	['C21057', '47014', '47013', '16988', 'C00121']	['13011', '21078', '16988']
5-phospho-ribosyl-glycineamide	['18349', 'C03838']	['18349', 'C03838']	['18349', 'C03838']	MNXM1104523	['seed.compound:cpd02394', 'seedM:cpd02394']	5-phospho-ribosyl-glycineamide	['C03838', '18349']	[]
2',3'-cyclic amp	['C02353', '27844']	['27844', 'C02353', '60879', 'CPD-3707']	['CPD-3707', 'C02353', '60879', '27844']	MNXM2598	['CHEBI:27844', 'CHEBI:60879', 'bigg.metabolite:23camp', 'biggM:23camp', 'biggM:M_23camp', 'chebi:19212', 'chebi:27844', 'chebi:40469', 'chebi:60879', 'chebi:823', 'hmdb:HMDB0011616', 'hmdb:HMDB11616', 'kegg.compound:C02353', 'keggC:C02353', 'keggC:M_C02353', 'metacyc.compound:CPD-3707', 'metacycM:CPD-3707', 'sabiork.compound:1882', 'sabiorkM:1882', 'seed.compound:cpd01570', 'seedM:M_cpd01570', 'seedM:cpd01570']	2',3'-cyclic amp	['27844', 'CPD-3707', '60879', 'C02353']	['60879', 'CPD-3707', '27844', '40469', '19212', 'C02353', '823']
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM1088984	['rheaP:9597']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM499367	['seed.compound:cpd26712', 'seedM:M_cpd26712', 'seedM:cpd26712']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732456	['CHEBI:16261', 'CHEBI:57704', 'chebi:13964', 'chebi:16261', 'chebi:3599', 'chebi:57704', 'kegg.compound:C00734', 'keggC:C00734', 'keggC:M_C00734']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	['3599', 'C00734', '57704', '13964', '16261']
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732458	['metacyc.compound:Chitosan', 'metacycM:Chitosan']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	['Chitosan']
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732459	['hmdb:HMDB0003404', 'hmdb:HMDB03404']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732460	['sabiork.compound:5207', 'sabiorkM:5207']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732462	['seed.compound:cpd11741', 'seed.compound:cpd12811', 'seedM:M_cpd11741', 'seedM:M_cpd12811', 'seedM:cpd11741', 'seedM:cpd12811']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732463	['bigg.metabolite:chitos', 'biggM:M_chitos', 'biggM:chitos']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732464	['kegg.glycan:G01059', 'keggG:G01059', 'keggG:M_G01059']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
chitosan	['G10536', '16261', 'C00734', 'G01059']	['57704', '16261', 'G01059', 'G10536', 'C00734']	['G01059', 'G10536', 'C00734', '57704', '16261']	MNXM732465	['kegg.glycan:G10536', 'keggG:G10536', 'keggG:M_G10536']	chitosan	['G01059', 'C00734', '57704', 'G10536', '16261']	[]
fecosteryl palmitoleate	['52380']	['52380']	['52380']	MNXM53171	['CHEBI:52380', 'chebi:52380', 'lipidmaps:LMST01031013', 'lipidmapsM:LMST01031013']	fecosteryl palmitoleate	['52380']	['52380']
alpha,alpha-trehalose 6-phosphate	['C00689', '|TREHALOSE-6P|', '18283', '58429']	['C00689', 'G09795', '18283', '58429']	['C00689', 'G09795', '58429', '|TREHALOSE-6P|', '18283']	MNXM448	['CHEBI:18283', 'CHEBI:58429', 'bigg.metabolite:tre6p', 'biggM:M_tre6p', 'biggM:tre6p', 'chebi:10201', 'chebi:12285', 'chebi:15252', 'chebi:18283', 'chebi:22364', 'chebi:58429', 'hmdb:HMDB0001124', 'hmdb:HMDB01124', 'kegg.compound:C00689', 'kegg.glycan:G09795', 'keggC:C00689', 'keggC:M_C00689', 'keggG:G09795', 'keggG:M_G09795', 'metacyc.compound:TREHALOSE-6P', 'metacycM:TREHALOSE-6P', 'reactome:R-ALL-868701', 'reactomeM:R-ALL-868701', 'sabiork.compound:1613', 'sabiorkM:1613', 'seed.compound:cpd00523', 'seedM:M_cpd00523', 'seedM:cpd00523']	alpha,alpha-trehalose 6-phosphate	['58429', 'C00689', 'TREHALOSE-6P', '18283', 'G09795']	['12285', '58429', '15252', '10201', 'C00689', 'TREHALOSE-6P', '22364', '18283']
p(1),p(4)-bis(5'-guanosyl) tetraphosphate	['|CPD-609|', 'C01261', '57553', '15883']	['C01261', '57553', '15883']	['|CPD-609|', 'C01261', '57553', '15883']	MNXM1102064	['CHEBI:15883', 'CHEBI:57553', 'bigg.metabolite:gp4g', 'biggM:M_gp4g', 'biggM:gp4g', 'chebi:12727', 'chebi:12730', 'chebi:15883', 'chebi:21999', 'chebi:57553', 'chebi:7876', 'hmdb:HMDB0001340', 'hmdb:HMDB01340', 'kegg.compound:C01261', 'keggC:C01261', 'keggC:M_C01261', 'metacyc.compound:CPD-609', 'metacycM:CPD-609', 'seed.compound:cpd00925', 'seedM:M_cpd00925', 'seedM:cpd00925']	p(1),p(4)-bis(5'-guanosyl) tetraphosphate	['CPD-609', 'C01261', '57553', '15883']	['57553', '21999', '12727', '15883', 'C01261', 'CPD-609', '12730', '7876']
n-formyl-l-tyrosine	['50603']	['50603']	['50603']	MNXM63755	['CHEBI:50603', 'bigg.metabolite:Nfortyr', 'biggM:M_Nfortyr', 'biggM:Nfortyr', 'chebi:50603', 'seed.compound:cpd16878', 'seedM:M_cpd16878', 'seedM:cpd16878']	n-formyl-l-tyrosine	['50603']	['50603']
phosphatidyl-l-serine	['11750', '58436', 'C02737', '18303']	['18303', '58436', 'C02737', 'L-1-PHOSPHATIDYL-SERINE']	['L-1-PHOSPHATIDYL-SERINE', '58436', '11750', 'C02737', '18303']	MNXM732663	['CHEBI:18303', 'chebi:14801', 'chebi:18303', 'chebi:26041', 'chebi:8137', 'reactome:R-ALL-1500644', 'reactome:R-ALL-1500646', 'reactome:R-ALL-2197635', 'reactome:R-ALL-2239423', 'reactome:R-ALL-33625', 'reactome:R-ALL-939747', 'reactome:R-ALL-947592', 'reactomeM:R-ALL-1500644', 'reactomeM:R-ALL-1500646', 'reactomeM:R-ALL-2197635', 'reactomeM:R-ALL-2239423', 'reactomeM:R-ALL-33625', 'reactomeM:R-ALL-939747', 'reactomeM:R-ALL-947592']	phosphatidyl-l-serine	['11750', 'C02737', '58436', '18303', 'L-1-PHOSPHATIDYL-SERINE']	['18303', '14801', '8137', '26041']
allantoin	['15676', 'C01551']	['ALLANTOIN', '13761', 'C01551', '15676']	['13761', '15676', 'ALLANTOIN', 'C01551']	MNXM1092555	['bigg.metabolite:alltn__R', 'biggM:M_alltn__R', 'biggM:alltn__R']	allantoin	['15676', 'ALLANTOIN', 'C01551', '13761']	[]
allantoin	['15676', 'C01551']	['ALLANTOIN', '13761', 'C01551', '15676']	['13761', '15676', 'ALLANTOIN', 'C01551']	MNXM738834	['CHEBI:15676', 'bigg.metabolite:alltn', 'biggM:M_alltn', 'biggM:alltn', 'chebi:13761', 'chebi:15676', 'chebi:22354', 'chebi:2594', 'hmdb:HMDB0000462', 'hmdb:HMDB00462', 'kegg.compound:C01551', 'kegg.drug:D00121', 'keggC:C01551', 'keggC:M_C01551', 'keggD:D00121', 'keggD:M_D00121', 'metacyc.compound:ALLANTOIN', 'metacycM:ALLANTOIN', 'sabiork.compound:5655', 'sabiorkM:5655', 'seed.compound:cpd01092', 'seedM:M_cpd01092', 'seedM:cpd01092']	allantoin	['15676', 'ALLANTOIN', 'C01551', '13761']	['ALLANTOIN', '22354', '13761', 'C01551', '2594', '15676']
2-acetyllactic acid	['16444']	['16444', 'C00900', '57774']	['57774', 'C00900', '16444']	MNXM1103847	['CHEBI:16444', 'chebi:16444', 'hmdb:HMDB0006833']	2-acetyllactic acid	['16444', '57774', 'C00900']	['16444']
3-oxohexacosanoyl-coa	['52977', '73980']	['52977', '73980']	['52977', '73980']	MNXM1104442	['CHEBI:52977', 'CHEBI:73980', 'SLM:000000589', 'chebi:52370', 'chebi:52959', 'chebi:52977', 'chebi:73980', 'hmdb:HMDB0060241', 'hmdb:HMDB60241', 'lipidmaps:LMFA07050241', 'lipidmapsM:LMFA07050241', 'metacyc.compound:CPD-14274', 'metacycM:CPD-14274', 'reactome:R-ALL-390241', 'reactome:R-ALL-548797', 'reactomeM:R-ALL-390241', 'reactomeM:R-ALL-548797', 'seed.compound:cpd24265', 'seedM:M_cpd24265', 'seedM:cpd24265', 'slm:000000589']	3-oxohexacosanoyl-coa	['52977', '73980']	['52977', 'CPD-14274', '52370', '73980', '52959']
3-oxohexacosanoyl-coa	['52977', '73980']	['52977', '73980']	['52977', '73980']	MNXM734931	['hmdb:HMDB0062371', 'hmdb:HMDB62371']	3-oxohexacosanoyl-coa	['52977', '73980']	[]
