Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM46301	['seed.compound:cpd11683', 'seedM:M_cpd11683', 'seedM:cpd11683']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	[]
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727697	['CHEBI:17029', 'chebi:13962', 'chebi:17029', 'chebi:23099', 'chebi:3596']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	['23099', '13962', '3596', '17029']
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727698	['hmdb:HMDB0003362', 'hmdb:HMDB03362']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	[]
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727699	['kegg.compound:C00461', 'keggC:C00461', 'keggC:M_C00461']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	['C00461']
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727700	['metacyc.compound:CHITIN', 'metacycM:CHITIN']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	['CHITIN']
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727701	['sabiork.compound:5099', 'sabiorkM:5099']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	[]
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727702	['seed.compound:cpd22519', 'seedM:M_cpd22519', 'seedM:cpd22519']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	[]
chitin	['G00244', 'C00461', 'G00549', '17029', 'G10483']	['17029', 'G00244', 'G10483', 'C00461', 'G00549']	['G00244', 'C00461', 'G00549', '17029', 'G10483']	MNXM727705	['kegg.glycan:G00549', 'keggG:G00549', 'keggG:M_G00549']	chitin	['C00461', 'G00244', 'G10483', '17029', 'G00549']	[]
6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-o-acyl-1-phosphatidyl-1d-myo-inositol	['53060']	['G13044', '53060']	['53060', 'G13044']	MNXM38542	['CHEBI:53060', 'chebi:53060']	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-o-acyl-1-phosphatidyl-1d-myo-inositol	['53060', 'G13044']	['53060']
pro-trna(pro)	['29154', 'C02702']	['C02702', '29154']	['29154', 'C02702']	MNXM732985	['CHEBI:29154', 'chebi:13155', 'chebi:29154', 'chebi:6287']	pro-trna(pro)	['C02702', '29154']	['29154', '13155', '6287']
2-acetamido-5-oxopentanoate	['29123', 'C01250', '16319']	['29123', 'C01250', '16319']	['29123', 'C01250', '16319']	MNXM1062	['CHEBI:29123', 'chebi:29123', 'hmdb:HMDB0006488', 'kegg.compound:C01250', 'keggC:C01250', 'metacyc.compound:CPD-469', 'metacycM:CPD-469', 'sabiork.compound:2267', 'sabiorkM:2267', 'seed.compound:cpd00918', 'seedM:cpd00918']	2-acetamido-5-oxopentanoate	['C01250', '16319', '29123']	['C01250', 'CPD-469', '29123']
7,8-diaminononanoate	['17830', 'C01037', '|DIAMINONONANOATE|', '58500', '2247']	['17830', '58500', 'C01037', '2247']	['17830', 'C01037', '|DIAMINONONANOATE|', '58500', '2247']	MNXM1140	['CHEBI:17830', 'CHEBI:2247', 'CHEBI:58500', 'bigg.metabolite:dann', 'biggM:M_dann', 'biggM:dann', 'chebi:12242', 'chebi:17830', 'chebi:20765', 'chebi:2247', 'chebi:58500', 'kegg.compound:C01037', 'keggC:C01037', 'keggC:M_C01037', 'lipidmaps:LMFA01100062', 'lipidmapsM:LMFA01100062', 'metacyc.compound:DIAMINONONANOATE', 'metacycM:DIAMINONONANOATE', 'sabiork.compound:5370', 'sabiorkM:5370', 'seed.compound:cpd00764', 'seedM:M_cpd00764', 'seedM:cpd00764']	7,8-diaminononanoate	['2247', 'DIAMINONONANOATE', '58500', '17830', 'C01037']	['2247', '12242', 'DIAMINONONANOATE', '58500', '17830', 'C01037', '20765']
indole-3-pyruvate	['C00331', '29750', '17640']	['29750', 'C00331', '17640']	['C00331', '29750', '17640']	MNXM315	['CHEBI:17640', 'CHEBI:29750', 'bigg.metabolite:indpyr', 'biggM:M_indpyr', 'biggM:indpyr', 'chebi:11113', 'chebi:11738', 'chebi:14454', 'chebi:17640', 'chebi:24816', 'chebi:24817', 'chebi:29750', 'chebi:39967', 'chebi:5917', 'hmdb:HMDB0060484', 'hmdb:HMDB60484', 'kegg.compound:C00331', 'keggC:C00331', 'keggC:M_C00331', 'metacyc.compound:INDOLE_PYRUVATE', 'metacycM:INDOLE_PYRUVATE', 'reactome:R-ALL-893599', 'reactomeM:R-ALL-893599', 'sabiork.compound:5047', 'sabiorkM:5047', 'seed.compound:cpd00278', 'seedM:M_cpd00278', 'seedM:cpd00278']	indole-3-pyruvate	['29750', '17640', 'C00331']	['INDOLE_PYRUVATE', '5917', '11113', '29750', '11738', '24817', '39967', '24816', '14454', 'C00331', '17640']
beta-alanine	['C00099', '|B-ALANINE|', '16958', '57966']	['16958', '57966', 'C00099']	['57966', 'C00099', '16958', '|B-ALANINE|']	MNXM144	['CHEBI:16958', 'CHEBI:57966', 'CHEBI:63070', 'bigg.metabolite:ala_B', 'biggM:M_ala_B', 'biggM:ala_B', 'chebi:10343', 'chebi:12389', 'chebi:16958', 'chebi:22821', 'chebi:41050', 'chebi:57966', 'chebi:63070', 'envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/0352ab69-1208-420e-b7c9-87b5b436f4df', 'envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/0352ab69-1208-420e-b7c9-87b5b436f4df', 'hmdb:HMDB0000056', 'hmdb:HMDB00056', 'kegg.compound:C00099', 'kegg.drug:D07561', 'keggC:C00099', 'keggC:M_C00099', 'keggD:D07561', 'keggD:M_D07561', 'metacyc.compound:B-ALANINE', 'metacycM:B-ALANINE', 'reactome:R-ALL-352021', 'reactome:R-ALL-73590', 'reactome:R-ALL-909777', 'reactomeM:R-ALL-352021', 'reactomeM:R-ALL-73590', 'reactomeM:R-ALL-909777', 'sabiork.compound:1932', 'sabiorkM:1932', 'seed.compound:cpd00085', 'seedM:M_cpd00085', 'seedM:cpd00085']	beta-alanine	['C00099', 'B-ALANINE', '57966', '16958']	['C00099', 'B-ALANINE', '16958', '63070', '22821', '57966', '41050', '12389', '10343']
g01813	['G01813']	[]	['G01813']	MNXM13328	['kegg.glycan:G01813', 'keggG:G01813', 'keggG:M_G01813']	g01813	['G01813']	[]
choline phosphate	['C00588', '18132']	['18132', 'C00588']	['C00588', '18132']	MNXM229	['CHEBI:18132', 'bigg.metabolite:cholp', 'biggM:cholp', 'chebi:18132', 'hmdb:HMDB0001565', 'kegg.compound:C00588', 'keggC:C00588', 'reactome:R-ALL-1605750', 'reactome:R-ALL-1606280', 'reactome:R-ALL-1610735', 'reactome:R-ALL-194358', 'reactomeM:R-ALL-1605750', 'reactomeM:R-ALL-1606280', 'reactomeM:R-ALL-1610735', 'reactomeM:R-ALL-194358', 'sabiork.compound:2109', 'sabiorkM:2109', 'seed.compound:cpd00457', 'seedM:cpd00457']	choline phosphate	['C00588', '18132']	['C00588', '18132']
alpha-d-mannopyranose	['|CPD-13559|', 'C00936', '28729']	['28729', 'C00936']	['|CPD-13559|', 'C00936', '28729']	MNXM731375	['CHEBI:28729', 'chebi:10260', 'chebi:22403', 'chebi:28729', 'chebi:43805', 'kegg.compound:C00936', 'keggC:C00936', 'keggC:M_C00936', 'metacyc.compound:CPD-13559', 'metacycM:CPD-13559', 'sabiork.compound:1656', 'sabiork.compound:89', 'sabiorkM:1656', 'sabiorkM:89', 'seed.compound:cpd19009', 'seedM:M_cpd19009', 'seedM:cpd19009']	alpha-d-mannopyranose	['CPD-13559', 'C00936', '28729']	['28729', '22403', '10260', 'CPD-13559', 'C00936', '43805']
alpha-d-mannoside	['27535', 'C02603']	['C02603', '27535']	['27535', 'C02603']	MNXM3535	['CHEBI:27535', 'chebi:27535', 'kegg.compound:C02603', 'keggC:C02603', 'seed.compound:cpd12144', 'seedM:cpd12144']	alpha-d-mannoside	['27535', 'C02603']	['27535', 'C02603']
l-allysine	['17917', 'C04076']	['17917', 'C04076']	['17917', 'C04076']	MNXM741238	['hmdb:HMDB0001263']	l-allysine	['C04076', '17917']	[]
l-allysine	['17917', 'C04076']	['17917', 'C04076']	['17917', 'C04076']	MNXM741239	['CHEBI:17917', 'chebi:17917', 'kegg.compound:C04076', 'keggC:C04076', 'metacyc.compound:ALLYSINE', 'metacycM:ALLYSINE', 'reactome:R-ALL-113556', 'reactomeM:R-ALL-113556', 'seed.compound:cpd01046', 'seedM:cpd01046']	l-allysine	['C04076', '17917']	['C04076', 'ALLYSINE', '17917']
n(1)-acetylspermine	['58101', 'C02567', '17312', '|N1-ACETYLSPERMINE|']	['N1-ACETYLSPERMINE', '17312', 'C02567', '58101']	['17312', 'C02567', '|N1-ACETYLSPERMINE|', '58101', 'N1-ACETYLSPERMINE']	MNXM600	['CHEBI:17312', 'CHEBI:58101', 'bigg.metabolite:N1sprm', 'biggM:M_N1sprm', 'biggM:N1sprm', 'chebi:12626', 'chebi:17312', 'chebi:21799', 'chebi:58101', 'chebi:7357', 'hmdb:HMDB0001186', 'hmdb:HMDB0062644', 'hmdb:HMDB01186', 'hmdb:HMDB62644', 'kegg.compound:C02567', 'keggC:C02567', 'keggC:M_C02567', 'metacyc.compound:N1-ACETYLSPERMINE', 'metacycM:N1-ACETYLSPERMINE', 'reactome:R-ALL-141323', 'reactome:R-ALL-353575', 'reactomeM:R-ALL-141323', 'reactomeM:R-ALL-353575', 'sabiork.compound:6265', 'sabiorkM:6265', 'seed.compound:cpd01680', 'seedM:M_cpd01680', 'seedM:cpd01680']	n(1)-acetylspermine	['17312', 'C02567', '58101', 'N1-ACETYLSPERMINE']	['12626', '21799', 'N1-ACETYLSPERMINE', '58101', 'C02567', '17312', '7357']
n-formyl-l-tyrosine	['50603']	['50603']	['50603']	MNXM63755	['CHEBI:50603', 'bigg.metabolite:Nfortyr', 'biggM:M_Nfortyr', 'biggM:Nfortyr', 'chebi:50603', 'seed.compound:cpd16878', 'seedM:M_cpd16878', 'seedM:cpd16878']	n-formyl-l-tyrosine	['50603']	['50603']
carboxylate	['35757', 'C00060']	['35757', 'C00060', '33575']	['33575', '35757', 'C00060']	MNXM739615	['kegg.compound:C00060', 'keggC:C00060', 'keggC:M_C00060']	carboxylate	['33575', '35757', 'C00060']	['C00060']
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM1092071	['bigg.metabolite:HC00617', 'biggM:HC00617', 'biggM:M_HC00617']	ferricytochrome b5	['C00996', '18097']	[]
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM726596	['bigg.metabolite:ficytb5', 'biggM:M_ficytb5', 'biggM:ficytb5']	ferricytochrome b5	['C00996', '18097']	[]
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM726597	['CHEBI:18097', 'chebi:14238', 'chebi:14243', 'chebi:18097', 'chebi:5025']	ferricytochrome b5	['C00996', '18097']	['14243', '18097', '5025', '14238']
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM726598	['kegg.compound:C00996', 'keggC:C00996', 'keggC:M_C00996']	ferricytochrome b5	['C00996', '18097']	['C00996']
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM726599	['sabiork.compound:2207', 'sabiorkM:2207']	ferricytochrome b5	['C00996', '18097']	[]
ferricytochrome b5	['18097', 'C00996']	['C00996', '18097']	['18097', 'C00996']	MNXM726600	['seed.compound:cpd11795', 'seedM:M_cpd11795', 'seedM:cpd11795']	ferricytochrome b5	['C00996', '18097']	[]
4-trimethylammoniobutanoate	['1941', 'C01181']	['C01181', 'GAMMA-BUTYROBETAINE', '1941', '16244']	['1941', '16244', 'GAMMA-BUTYROBETAINE', 'C01181']	MNXM738927	['CHEBI:1941', 'bigg.metabolite:4tmeabutn', 'biggM:4tmeabutn', 'chebi:1941', 'hmdb:HMDB0001161', 'kegg.compound:C01181', 'keggC:C01181', 'sabiork.compound:5425', 'sabiorkM:5425', 'seed.compound:cpd00870', 'seedM:cpd00870']	4-trimethylammoniobutanoate	['C01181', '1941', '16244', 'GAMMA-BUTYROBETAINE']	['C01181', '1941']
tetracosanoyl-coa	['C16529', '52974']	['C16529', '65052', '52974']	['C16529', '65052', '52974']	MNXM1104013	['CHEBI:52974', 'CHEBI:65052', 'SLM:000000416', 'chebi:52974', 'chebi:65052', 'hmdb:HMDB0060239', 'hmdb:HMDB60239', 'kegg.compound:C16529', 'keggC:C16529', 'keggC:M_C16529', 'lipidmaps:LMFA07050372', 'lipidmapsM:LMFA07050372', 'metacyc.compound:CPD-10280', 'metacycM:CPD-10280', 'reactome:R-ALL-390246', 'reactome:R-ALL-548808', 'reactomeM:R-ALL-390246', 'reactomeM:R-ALL-548808', 'sabiork.compound:20028', 'sabiorkM:20028', 'seed.compound:cpd15297', 'seedM:M_cpd15297', 'seedM:cpd15297', 'slm:000000416']	tetracosanoyl-coa	['65052', 'C16529', '52974']	['65052', 'CPD-10280', '52974', 'C16529']
tetracosanoyl-coa	['C16529', '52974']	['C16529', '65052', '52974']	['C16529', '65052', '52974']	MNXM729348	['hmdb:HMDB0006526', 'hmdb:HMDB06526']	tetracosanoyl-coa	['65052', 'C16529', '52974']	[]
isocitrate	['C00311', '24885', '16087', '30887']	['C00451', '30887', '24885', '151', 'C00311']	['24885', 'C00311', '151', 'C00451', '16087', '30887']	MNXM89661	['CHEBI:16087', 'CHEBI:30887', 'CHEBI:36453', 'CHEBI:36454', 'bigg.metabolite:icit', 'biggM:M_icit', 'biggM:icit', 'chebi:14465', 'chebi:16087', 'chebi:24884', 'chebi:24886', 'chebi:30887', 'chebi:36453', 'chebi:36454', 'chebi:5998', 'hmdb:HMDB0000193', 'hmdb:HMDB00193', 'kegg.compound:C00311', 'keggC:C00311', 'keggC:M_C00311', 'sabiork.compound:2013', 'sabiorkM:2013', 'seed.compound:cpd00260', 'seedM:M_cpd00260', 'seedM:cpd00260']	isocitrate	['C00311', 'C00451', '30887', '24885', '151', '16087']	['14465', 'C00311', '5998', '30887', '24884', '36453', '24886', '16087', '36454']
2-o-(6-phospho-alpha-d-mannosyl)-d-glycerate	['C16699', '60331', '|CPD0-1063|', '61001']	['C16699', '60331']	['61001', 'C16699', '|CPD0-1063|', '60331']	MNXM734567	['CHEBI:60331', 'chebi:60331', 'hmdb:HMDB0012152', 'kegg.compound:C16699', 'keggC:C16699', 'metacyc.compound:CPD0-1063', 'metacycM:CPD0-1063', 'seed.compound:cpd15496', 'seedM:cpd15496']	2-o-(6-phospho-alpha-d-mannosyl)-d-glycerate	['60331', 'C16699', '61001', 'CPD0-1063']	['60331', 'C16699', 'CPD0-1063']
1,2-diacyl-sn-glycerol 3-phosphate	['C00416', '16337']	['29089', '16337', 'C00416']	['C00416', '16337', '29089']	MNXM729313	['CHEBI:29089', 'chebi:11149', 'chebi:18879', 'chebi:29089', 'reactome:R-ALL-5221122', 'reactome:R-ALL-76108', 'reactomeM:R-ALL-5221122', 'reactomeM:R-ALL-76108']	1,2-diacyl-sn-glycerol 3-phosphate	['C00416', '16337', '29089']	['29089', '18879', '11149']
n(2)-acetyl-l-ornithine	['C00437', '|N-ALPHA-ACETYLORNITHINE|', '16543', '57805']	['57805', '16543', 'C00437']	['57805', '|N-ALPHA-ACETYLORNITHINE|', '16543', 'C00437']	MNXM817	['CHEBI:16543', 'CHEBI:57805', 'bigg.metabolite:acorn', 'biggM:M_acorn', 'biggM:acorn', 'chebi:12634', 'chebi:16543', 'chebi:21814', 'chebi:40771', 'chebi:57805', 'chebi:7368', 'hmdb:HMDB0003357', 'hmdb:HMDB0006489', 'hmdb:HMDB03357', 'hmdb:HMDB06489', 'kegg.compound:C00437', 'keggC:C00437', 'keggC:M_C00437', 'metacyc.compound:N-ALPHA-ACETYLORNITHINE', 'metacycM:N-ALPHA-ACETYLORNITHINE', 'sabiork.compound:2048', 'sabiorkM:2048', 'seed.compound:cpd00342', 'seedM:M_cpd00342', 'seedM:cpd00342']	n(2)-acetyl-l-ornithine	['C00437', '57805', 'N-ALPHA-ACETYLORNITHINE', '16543']	['C00437', '40771', '7368', '21814', '57805', 'N-ALPHA-ACETYLORNITHINE', '12634', '16543']
4-(phosphonooxy)-l-threonine	['18336', 'C06055', '|4-PHOSPHONOOXY-THREONINE|', '58452']	['18336', 'C06055']	['18336', 'C06055', '|4-PHOSPHONOOXY-THREONINE|', '58452']	MNXM759	['CHEBI:18336', 'chebi:18336', 'hmdb:HMDB0006802', 'kegg.compound:C06055', 'keggC:C06055', 'metacyc.compound:4-PHOSPHONOOXY-THREONINE', 'metacycM:4-PHOSPHONOOXY-THREONINE', 'seed.compound:cpd03607', 'seed.compound:cpd22119', 'seedM:cpd03607', 'seedM:cpd22119']	4-(phosphonooxy)-l-threonine	['58452', '18336', 'C06055', '4-PHOSPHONOOXY-THREONINE']	['18336', 'C06055', '4-PHOSPHONOOXY-THREONINE']
methyl alpha-d-glucopyranoside	['320061']	['320061']	['320061']	MNXM730507	['CHEBI:320061', 'chebi:320061', 'chebi:42974', 'metacyc.compound:CPD-3582', 'metacycM:CPD-3582', 'sabiork.compound:20984', 'sabiorkM:20984', 'seed.compound:cpd15584', 'seedM:M_cpd15584', 'seedM:cpd15584']	methyl alpha-d-glucopyranoside	['320061']	['42974', 'CPD-3582', '320061']
gamma-aminobutyrate	['30566']	['30566', '16865', '4-AMINO-BUTYRATE', 'C00334']	['C00334', '4-AMINO-BUTYRATE', '30566', '16865']	MNXM192	['CHEBI:30566', 'chebi:30566', 'hmdb:HMDB0000112', 'metacyc.compound:4-AMINO-BUTYRATE', 'metacycM:4-AMINO-BUTYRATE', 'sabiork.compound:2021', 'sabiorkM:2021', 'seed.compound:cpd00281', 'seedM:cpd00281']	gamma-aminobutyrate	['30566', 'C00334', '16865', '4-AMINO-BUTYRATE']	['30566', '4-AMINO-BUTYRATE']
(r)-5-phosphomevalonic acid	['C01107', '17436']	['58146', '17436', 'C01107']	['C01107', '17436', '58146']	MNXM738283	['CHEBI:17436', 'chebi:17436', 'hmdb:HMDB0001343', 'metacyc.compound:CPD-499', 'metacycM:CPD-499', 'reactome:R-ALL-191296', 'reactomeM:R-ALL-191296', 'seed.compound:cpd00812', 'seedM:cpd00812']	(r)-5-phosphomevalonic acid	['C01107', '58146', '17436']	['CPD-499', '17436']
zn(2+)	['29105']	['C00038', '29105', '27363']	['27363', 'C00038', '29105']	MNXM729215	['CHEBI:29105', 'bigg.metabolite:HC02172', 'bigg.metabolite:zn2', 'biggM:HC02172', 'biggM:M_HC02172', 'biggM:M_zn2', 'biggM:zn2', 'chebi:10113', 'chebi:27368', 'chebi:29105', 'chebi:49972', 'chebi:49982', 'hmdb:HMDB0001303', 'hmdb:HMDB0015532', 'hmdb:HMDB01303', 'hmdb:HMDB15532', 'kegg.compound:C00038', 'keggC:C00038', 'keggC:M_C00038', 'metacyc.compound:ZN+2', 'metacycM:ZN+2', 'reactome:R-ALL-109265', 'reactome:R-ALL-1562550', 'reactome:R-ALL-158417', 'reactome:R-ALL-190019', 'reactome:R-ALL-200493', 'reactome:R-ALL-216667', 'reactome:R-ALL-216785', 'reactome:R-ALL-29426', 'reactome:R-ALL-3777117', 'reactome:R-ALL-435350', 'reactome:R-ALL-437093', 'reactome:R-ALL-442320', 'reactome:R-ALL-5211336', 'reactome:R-ALL-5228397', 'reactome:R-ALL-5228942', 'reactome:R-ALL-5668571', 'reactome:R-ALL-880067', 'reactome:R-ALL-975815', 'reactomeM:R-ALL-109265', 'reactomeM:R-ALL-1562550', 'reactomeM:R-ALL-158417', 'reactomeM:R-ALL-190019', 'reactomeM:R-ALL-200493', 'reactomeM:R-ALL-216667', 'reactomeM:R-ALL-216785', 'reactomeM:R-ALL-29426', 'reactomeM:R-ALL-3777117', 'reactomeM:R-ALL-435350', 'reactomeM:R-ALL-437093', 'reactomeM:R-ALL-442320', 'reactomeM:R-ALL-5211336', 'reactomeM:R-ALL-5228397', 'reactomeM:R-ALL-5228942', 'reactomeM:R-ALL-5668571', 'reactomeM:R-ALL-880067', 'reactomeM:R-ALL-975815', 'sabiork.compound:1281', 'sabiorkM:1281', 'seed.compound:cpd00034', 'seedM:M_cpd00034', 'seedM:cpd00034']	zn(2+)	['29105', '27363', 'C00038']	['49982', 'C00038', '29105', '49972', '10113', 'ZN+2', '27368']
prpp	['C00119', '17111']	['C00119', 'PRPP', '17111']	['C00119', 'PRPP', '17111']	MNXM1104454	['CHEBI:17111', 'chebi:17111', 'hmdb:HMDB0000280', 'kegg.compound:C00119', 'keggC:C00119', 'metacyc.compound:PRPP', 'metacycM:PRPP', 'reactome:R-ALL-73566', 'reactomeM:R-ALL-73566', 'sabiork.compound:1305', 'sabiorkM:1305', 'seed.compound:cpd00103', 'seedM:cpd00103']	prpp	['PRPP', 'C00119', '17111']	['PRPP', 'C00119', '17111']
3-phospho-serine	['15811', 'C01005']	['15811', 'C01005']	['15811', 'C01005']	MNXM379	['hmdb:HMDB0001721', 'seed.compound:cpd00738', 'seedM:cpd00738']	3-phospho-serine	['15811', 'C01005']	[]
5-phospho-ribosyl-glycineamide	['C03838', '18349']	['C03838', '18349']	['C03838', '18349']	MNXM1104523	['seed.compound:cpd02394', 'seedM:cpd02394']	5-phospho-ribosyl-glycineamide	['C03838', '18349']	[]
9h-xanthine	['|XANTHINE|', '48517', '17712', 'C00385']	['C00385', '17712']	['|XANTHINE|', '48517', '17712', 'C00385']	MNXM174	['CHEBI:17712', 'chebi:17712', 'reactome:R-ALL-30064', 'reactomeM:R-ALL-30064']	9h-xanthine	['XANTHINE', '48517', 'C00385', '17712']	['17712']
ergosterol 3-beta-d-glucoside	['|CPD-11602|', '37424', '52973', 'C03641']	[]	['|CPD-11602|', '37424', '52973', 'C03641']	MNXM17561	['seed.compound:cpd16881', 'seedM:cpd16881']	ergosterol 3-beta-d-glucoside	['C03641', '37424', 'CPD-11602', '52973']	[]
d-xylose	['53455', 'C00181', '15936']	['15936', '53455', '65327', 'C00181']	['53455', 'C00181', '65327', '15936']	MNXM734574	['CHEBI:53455', 'bigg.metabolite:xyl__D', 'biggM:M_xyl__D', 'biggM:xyl-D', 'biggM:xyl__D', 'chebi:53455', 'hmdb:HMDB0000098', 'hmdb:HMDB0003763', 'hmdb:HMDB00098', 'hmdb:HMDB0060254', 'hmdb:HMDB03763', 'hmdb:HMDB60254', 'kegg.compound:C00181', 'kegg.drug:D06346', 'keggC:C00181', 'keggC:M_C00181', 'keggD:D06346', 'keggD:M_D06346', 'metacyc.compound:D-Xylopyranose', 'metacycM:D-Xylopyranose', 'seed.compound:cpd00154', 'seedM:M_cpd00154', 'seedM:cpd00154']	d-xylose	['C00181', '15936', '65327', '53455']	['C00181', '53455', 'D-Xylopyranose']
d-xylose	['53455', 'C00181', '15936']	['15936', '53455', '65327', 'C00181']	['53455', 'C00181', '65327', '15936']	MNXM734575	['CHEBI:65327', 'chebi:65327']	d-xylose	['C00181', '15936', '65327', '53455']	['65327']
dolichyl diphosphate	['15750', 'C00621']	['15750', 'C00621', '57497']	['57497', '15750', 'C00621']	MNXM1088958	['rheaP:9529']	dolichyl diphosphate	['57497', 'C00621', '15750']	[]
dolichyl diphosphate	['15750', 'C00621']	['15750', 'C00621', '57497']	['57497', '15750', 'C00621']	MNXM726930	['CHEBI:15750', 'CHEBI:57497', 'chebi:14197', 'chebi:15750', 'chebi:23876', 'chebi:4691', 'chebi:57497', 'kegg.compound:C00621', 'keggC:C00621', 'keggC:M_C00621', 'reactome:R-ALL-449744', 'reactomeM:R-ALL-449744']	dolichyl diphosphate	['57497', 'C00621', '15750']	['57497', '23876', '15750', '14197', 'C00621', '4691']
dolichyl diphosphate	['15750', 'C00621']	['15750', 'C00621', '57497']	['57497', '15750', 'C00621']	MNXM726932	['hmdb:HMDB0001513', 'hmdb:HMDB01513']	dolichyl diphosphate	['57497', 'C00621', '15750']	[]
dolichyl diphosphate	['15750', 'C00621']	['15750', 'C00621', '57497']	['57497', '15750', 'C00621']	MNXM726934	['bigg.metabolite:doldp', 'biggM:M_doldp', 'biggM:doldp']	dolichyl diphosphate	['57497', 'C00621', '15750']	[]
ferroheme b	['17627']	['17627', 'C00032', 'PROTOHEME']	['C00032', '17627', 'PROTOHEME']	MNXM249	['CHEBI:17627', 'chebi:17627', 'metacyc.compound:PROTOHEME', 'metacycM:PROTOHEME', 'reactome:R-ALL-113569', 'reactome:R-ALL-189444', 'reactome:R-ALL-198842', 'reactome:R-ALL-2230964', 'reactome:R-ALL-71185', 'reactome:R-ALL-917877', 'reactome:R-ALL-917919', 'reactomeM:R-ALL-113569', 'reactomeM:R-ALL-189444', 'reactomeM:R-ALL-198842', 'reactomeM:R-ALL-2230964', 'reactomeM:R-ALL-71185', 'reactomeM:R-ALL-917877', 'reactomeM:R-ALL-917919']	ferroheme b	['17627', 'PROTOHEME', 'C00032']	['17627', 'PROTOHEME']
ferroheme b	['17627']	['17627', 'C00032', 'PROTOHEME']	['C00032', '17627', 'PROTOHEME']	MNXM78362	['seed.compound:cpd00028', 'seedM:cpd00028']	ferroheme b	['17627', 'PROTOHEME', 'C00032']	[]
sedoheptulose 7-phosphate	['C05382', '15721']	['D-SEDOHEPTULOSE-7-P', 'C00281', '15721', 'C05382']	['D-SEDOHEPTULOSE-7-P', 'C05382', 'C00281', '15721']	MNXM733314	['CHEBI:15721', 'bigg.metabolite:s7p', 'biggM:s7p', 'chebi:15721', 'kegg.compound:C05382', 'keggC:C05382', 'reactome:R-ALL-29882', 'reactomeM:R-ALL-29882', 'sabiork.compound:1325', 'sabiorkM:1325', 'seed.compound:cpd00238', 'seedM:cpd00238']	sedoheptulose 7-phosphate	['C00281', 'C05382', 'D-SEDOHEPTULOSE-7-P', '15721']	['C05382', '15721']
sedoheptulose 7-phosphate	['C05382', '15721']	['D-SEDOHEPTULOSE-7-P', 'C00281', '15721', 'C05382']	['D-SEDOHEPTULOSE-7-P', 'C05382', 'C00281', '15721']	MNXM733315	['hmdb:HMDB0001068']	sedoheptulose 7-phosphate	['C00281', 'C05382', 'D-SEDOHEPTULOSE-7-P', '15721']	[]
