Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
water	['C00001', '15377']	['C00001', '15377']	['C00001', '15377']	WATER	['CHEBI:15377', 'WATER', 'chebi:15377', 'hmdb:HMDB0002111', 'kegg.compound:C00001', 'keggC:C00001', 'metacyc.compound:WATER', 'metacycM:WATER', 'mnx:WATER', 'reactome:R-ALL-109276', 'reactome:R-ALL-113518', 'reactome:R-ALL-113519', 'reactome:R-ALL-113521', 'reactome:R-ALL-141343', 'reactome:R-ALL-1605715', 'reactome:R-ALL-189422', 'reactome:R-ALL-2022884', 'reactome:R-ALL-2429665', 'reactome:R-ALL-29356', 'reactome:R-ALL-351603', 'reactome:R-ALL-5668574', 'reactomeM:R-ALL-109276', 'reactomeM:R-ALL-113518', 'reactomeM:R-ALL-113519', 'reactomeM:R-ALL-113521', 'reactomeM:R-ALL-141343', 'reactomeM:R-ALL-1605715', 'reactomeM:R-ALL-189422', 'reactomeM:R-ALL-2022884', 'reactomeM:R-ALL-2429665', 'reactomeM:R-ALL-29356', 'reactomeM:R-ALL-351603', 'reactomeM:R-ALL-5668574', 'sabiork.compound:40', 'sabiorkM:40', 'seed.compound:cpd00001', 'seedM:cpd00001']	water	['C00001', '15377']	['WATER', 'C00001', '15377']
hexadecanoyl-[acyl-carrier protein]	['C05764', '5697']	['5697', 'C05764']	['C05764', '5697']	MNXM728536	['CHEBI:5697', 'chebi:5697', 'kegg.compound:C05764', 'keggC:C05764', 'sabiork.compound:8124', 'sabiorkM:8124', 'seed.compound:cpd11476', 'seedM:cpd11476']	hexadecanoyl-[acyl-carrier protein]	['5697', 'C05764']	['5697', 'C05764']
adenosine diphosphate	['22252', 'C00008', '16761']	['22251', '22252', 'C00008', 'G11113', '73342', '16761', '456216']	['73342', '22252', '456216', 'C00008', 'G11113', '16761', '22251']	MNXM7	['hmdb:HMDB0001341', 'sabiork.compound:35', 'sabiorkM:35']	adenosine diphosphate	['456216', '22251', '22252', '73342', 'C00008', 'G11113', '16761']	[]
ferricytochrome c	['C00125', '15991']	['C00125', '15991']	['C00125', '15991']	MNXM731952	['kegg.compound:C00125', 'keggC:C00125', 'keggC:M_C00125']	ferricytochrome c	['C00125', '15991']	['C00125']
ferricytochrome c	['C00125', '15991']	['C00125', '15991']	['C00125', '15991']	MNXM731954	['bigg.metabolite:ficytC', 'biggM:M_ficytC', 'biggM:ficytC', 'sabiork.compound:1938', 'sabiorkM:1938']	ferricytochrome c	['C00125', '15991']	[]
ferricytochrome c	['C00125', '15991']	['C00125', '15991']	['C00125', '15991']	MNXM731967	['bigg.metabolite:ficytc', 'biggM:M_ficytc', 'biggM:ficytc']	ferricytochrome c	['C00125', '15991']	[]
ferricytochrome c	['C00125', '15991']	['C00125', '15991']	['C00125', '15991']	MNXM731974	['CHEBI:15991', 'chebi:14240', 'chebi:14245', 'chebi:15991', 'chebi:5026']	ferricytochrome c	['C00125', '15991']	['5026', '14245', '14240', '15991']
phosphoenolpyruvic acid	['C00074', '44897', '18021']	['58702', '44897', 'C00074', '18021']	['C00074', '44897', '58702', '18021']	MNXM73	['CHEBI:44897', 'chebi:44897', 'hmdb:HMDB0000263', 'kegg.compound:C00074', 'keggC:C00074', 'sabiork.compound:32', 'sabiorkM:32', 'seed.compound:cpd00061', 'seedM:cpd00061']	phosphoenolpyruvic acid	['58702', '44897', 'C00074', '18021']	['44897', 'C00074']
4alpha-methylzymosterol	['1949', 'C05103']	['1949', '4-METHYL-824-CHOLESTADIENOL', 'C05103']	['1949', 'C05103', '4-METHYL-824-CHOLESTADIENOL']	MNXM1104216	['bigg.metabolite:HC02110', 'biggM:HC02110', 'biggM:M_HC02110']	4alpha-methylzymosterol	['4-METHYL-824-CHOLESTADIENOL', '1949', 'C05103']	[]
(r)-5-diphosphomevalonate	['C01143', '15899']	['15899', '57557', 'C01143']	['C01143', '15899', '57557']	MNXM733934	['CHEBI:15899', 'CHEBI:57557', 'SLM:000000302', 'bigg.metabolite:5dpmev', 'biggM:5dpmev', 'biggM:M_5dpmev', 'chebi:10989', 'chebi:15899', 'chebi:18674', 'chebi:332', 'chebi:57557', 'hmdb:HMDB0001090', 'hmdb:HMDB01090', 'kegg.compound:C01143', 'keggC:C01143', 'keggC:M_C01143', 'lipidmaps:LMFA01050416', 'lipidmapsM:LMFA01050416', 'metacyc.compound:CPD-641', 'metacycM:CPD-641', 'reactome:R-ALL-191403', 'reactomeM:R-ALL-191403', 'seed.compound:cpd00841', 'seedM:M_cpd00841', 'seedM:cpd00841', 'slm:000000302']	(r)-5-diphosphomevalonate	['57557', 'C01143', '15899']	['CPD-641', '57557', '10989', '332', '15899', '18674', 'C01143']
(r)-5-diphosphomevalonate	['C01143', '15899']	['15899', '57557', 'C01143']	['C01143', '15899', '57557']	MNXM733935	['hmdb:HMDB0001981', 'hmdb:HMDB01981', 'sabiork.compound:5408', 'sabiorkM:5408']	(r)-5-diphosphomevalonate	['57557', 'C01143', '15899']	[]
hydrogen carbonate	['|HCO3|', '17544', 'C00288']	['C00288', '17544']	['|HCO3|', '17544', 'C00288']	MNXM60	['CHEBI:17544', 'chebi:17544', 'hmdb:HMDB0000595', 'kegg.compound:C00288', 'keggC:C00288', 'reactome:R-ALL-111627', 'reactome:R-ALL-29896', 'reactome:R-ALL-425425', 'reactomeM:R-ALL-111627', 'reactomeM:R-ALL-29896', 'reactomeM:R-ALL-425425']	hydrogen carbonate	['HCO3', '17544', 'C00288']	['17544', 'C00288']
adenosine monophosphate	['16027', 'C00020']	['22254', 'C00020', '16027', 'AMP']	['AMP', '16027', 'C00020', '22254']	MNXM1102174	['hmdb:HMDB0003540']	adenosine monophosphate	['C00020', 'AMP', '22254', '16027']	[]
adenosine monophosphate	['16027', 'C00020']	['22254', 'C00020', '16027', 'AMP']	['AMP', '16027', 'C00020', '22254']	MNXM728294	['CHEBI:16027', 'chebi:16027', 'hmdb:HMDB0000045', 'reactome:R-ALL-109275', 'reactome:R-ALL-159448', 'reactome:R-ALL-164121', 'reactome:R-ALL-2046064', 'reactome:R-ALL-389620', 'reactome:R-ALL-76577', 'reactomeM:R-ALL-109275', 'reactomeM:R-ALL-159448', 'reactomeM:R-ALL-164121', 'reactomeM:R-ALL-2046064', 'reactomeM:R-ALL-389620', 'reactomeM:R-ALL-76577']	adenosine monophosphate	['C00020', 'AMP', '22254', '16027']	['16027']
adenosine monophosphate	['16027', 'C00020']	['22254', 'C00020', '16027', 'AMP']	['AMP', '16027', 'C00020', '22254']	MNXM739539	['hmdb:HMDB0011617']	adenosine monophosphate	['C00020', 'AMP', '22254', '16027']	[]
glucose 6-phosphate	['C00668', '58225', '4170', '17719', 'C00092', '|GLC-6-P|', '17665', 'C01172', '58247', '|ALPHA-GLC-6-P|']	['C00092']	['C00668', '58225', '17719', '4170', 'C00092', '|GLC-6-P|', '17665', 'C01172', '58247', '|ALPHA-GLC-6-P|']	MNXM1104059	['hmdb:HMDB0001401', 'kegg.compound:C00092', 'keggC:C00092', 'seed.compound:cpd00079', 'seedM:cpd00079']	glucose 6-phosphate	['4170', '17719', 'ALPHA-GLC-6-P', 'GLC-6-P', '58225', 'C01172', 'C00668', 'C00092', '58247', '17665']	['C00092']
glucose 6-phosphate	['C00668', '58225', '4170', '17719', 'C00092', '|GLC-6-P|', '17665', 'C01172', '58247', '|ALPHA-GLC-6-P|']	['C00092']	['C00668', '58225', '17719', '4170', 'C00092', '|GLC-6-P|', '17665', 'C01172', '58247', '|ALPHA-GLC-6-P|']	MNXM729990	['sabiork.compound:1404', 'sabiorkM:1404']	glucose 6-phosphate	['4170', '17719', 'ALPHA-GLC-6-P', 'GLC-6-P', '58225', 'C01172', 'C00668', 'C00092', '58247', '17665']	[]
glyceraldehyde 3-phosphate	['C00118', '|GAP|', '59776', 'C00661', '29052', '48932', '17138', '|L-GLYCERALDEHYDE-3-PHOSPHATE|']	['CPD0-2032', '17138', '42635', '58027', 'C00661', '29052', 'C00118']	['C00118', '|GAP|', 'CPD0-2032', '59776', 'C00661', '29052', '48932', '17138', '58027', '|L-GLYCERALDEHYDE-3-PHOSPHATE|', '42635']	MNXM739945	['CHEBI:17138', 'CHEBI:58027', 'bigg.metabolite:g3p', 'biggM:M_g3p', 'biggM:g3p', 'chebi:14333', 'chebi:17138', 'chebi:5446', 'chebi:58027', 'hmdb:HMDB0001112', 'hmdb:HMDB01112', 'kegg.compound:C00661', 'keggC:C00661', 'keggC:M_C00661', 'sabiork.compound:1687', 'sabiorkM:1687', 'seed.compound:cpd19005', 'seedM:M_cpd19005', 'seedM:cpd19005']	glyceraldehyde 3-phosphate	['59776', 'CPD0-2032', 'GAP', 'C00118', 'C00661', '17138', '58027', '29052', '42635', '48932', 'L-GLYCERALDEHYDE-3-PHOSPHATE']	['14333', '5446', 'C00661', '58027', '17138']
acetyl-[acyl-carrier protein]	['C03939', '17093']	['C03939', '17093']	['C03939', '17093']	MNXM727673	['kegg.compound:C03939', 'keggC:C03939', 'keggC:M_C03939']	acetyl-[acyl-carrier protein]	['17093', 'C03939']	['C03939']
citric acid	['C00158', '30769', '16947']	['50744', '16947', '30769', 'CIT', 'C00158', '133748']	['133748', 'CIT', 'C00158', '30769', '50744', '16947']	MNXM727996	['CHEBI:30769', 'chebi:30769', 'hmdb:HMDB0000094', 'kegg.compound:C00158', 'keggC:C00158', 'metacyc.compound:CIT', 'metacycM:CIT', 'reactome:R-ALL-29654', 'reactome:R-ALL-433138', 'reactome:R-ALL-76190', 'reactomeM:R-ALL-29654', 'reactomeM:R-ALL-433138', 'reactomeM:R-ALL-76190', 'sabiork.compound:1952', 'sabiorkM:1952', 'seed.compound:cpd00137', 'seedM:cpd00137']	citric acid	['C00158', '16947', '50744', 'CIT', '30769', '133748']	['C00158', '30769', 'CIT']
3-oxodecanoyl-[acyl-carrier protein]	['1634', 'C05753']	['1634', 'C05753']	['1634', 'C05753']	MNXM728594	['bigg.metabolite:3odecACP', 'biggM:3odecACP', 'biggM:M_3odecACP']	3-oxodecanoyl-[acyl-carrier protein]	['1634', 'C05753']	[]
formic acid	['30751', 'C00058', '15740']	['52343', '30751', 'FORMATE', '15740', 'C00058']	['C00058', '52343', '30751', '15740', 'FORMATE']	MNXM39	['CHEBI:30751', 'chebi:30751', 'envipath:5882df9c-dae1-4d80-a40e-db4724271456/compound/34fe3cd9-9b0b-46b0-a1c5-8a66509f1919', 'envipathM:5882df9c-dae1-4d80-a40e-db4724271456/compound/34fe3cd9-9b0b-46b0-a1c5-8a66509f1919', 'hmdb:HMDB0000142', 'kegg.compound:C00058', 'keggC:C00058', 'metacyc.compound:FORMATE', 'metacycM:FORMATE', 'reactome:R-ALL-29460', 'reactome:R-ALL-389585', 'reactome:R-ALL-444084', 'reactomeM:R-ALL-29460', 'reactomeM:R-ALL-389585', 'reactomeM:R-ALL-444084', 'sabiork.compound:1285', 'sabiorkM:1285', 'seed.compound:cpd00047', 'seedM:cpd00047']	formic acid	['30751', '52343', '15740', 'FORMATE', 'C00058']	['30751', 'FORMATE', 'C00058']
phosphohydroxypyruvic acid	['C03232', '30933', '18110']	['18110', '30933', '3-P-HYDROXYPYRUVATE', 'C03232']	['C03232', '3-P-HYDROXYPYRUVATE', '30933', '18110']	MNXM541	['CHEBI:30933', 'chebi:30933', 'hmdb:HMDB0001024', 'reactome:R-ALL-977329', 'reactomeM:R-ALL-977329']	phosphohydroxypyruvic acid	['30933', '3-P-HYDROXYPYRUVATE', '18110', 'C03232']	['30933']
inosinic acid	['C00130', '17202']	['C00130', '17202']	['C00130', '17202']	MNXM1101869	['CHEBI:17202', 'chebi:17202', 'hmdb:HMDB0000175', 'kegg.compound:C00130', 'keggC:C00130', 'reactome:R-ALL-109286', 'reactome:R-ALL-2509792', 'reactome:R-ALL-29602', 'reactome:R-ALL-3221708', 'reactomeM:R-ALL-109286', 'reactomeM:R-ALL-2509792', 'reactomeM:R-ALL-29602', 'reactomeM:R-ALL-3221708', 'sabiork.compound:1306', 'sabiorkM:1306', 'seed.compound:cpd00114', 'seedM:cpd00114']	inosinic acid	['C00130', '17202']	['C00130', '17202']
(2e)-decenoyl-[acp]	['C05754', '10724']	['C05754', '10724']	['C05754', '10724']	MNXM1091250	['rheaG:9639']	(2e)-decenoyl-[acp]	['C05754', '10724']	[]
phosphoribosylformylglycineamidine	['C04640', '18413']	[]	['C04640', '18413']	MNXM1104098	['hmdb:HMDB0000999']	phosphoribosylformylglycineamidine	['18413', 'C04640']	[]
uridine triphosphate	['15713', 'C00075']	['C00075', '27239', '15713']	['15713', '27239', 'C00075']	MNXM1101475	['CHEBI:15713', 'chebi:15713', 'hmdb:HMDB0000285', 'kegg.compound:C00075', 'keggC:C00075', 'reactome:R-ALL-110731', 'reactome:R-ALL-113562', 'reactome:R-ALL-29494', 'reactome:R-ALL-417877', 'reactomeM:R-ALL-110731', 'reactomeM:R-ALL-113562', 'reactomeM:R-ALL-29494', 'reactomeM:R-ALL-417877', 'sabiork.compound:1288', 'sabiorkM:1288', 'seed.compound:cpd00062', 'seedM:cpd00062']	uridine triphosphate	['15713', 'C00075', '27239']	['15713', 'C00075']
uridine 5'-diphosphate	['C00015', '17659', 'G10619']	['17659', '58223', 'C00015', 'G10619', 'UDP']	['UDP', '17659', 'G10619', 'C00015', '58223']	MNXM1102129	['CHEBI:17659', 'CHEBI:58223', 'chebi:17659', 'chebi:58223', 'hmdb:HMDB0000295', 'kegg.compound:C00015', 'keggC:C00015', 'reactome:R-ALL-110096', 'reactome:R-ALL-110732', 'reactome:R-ALL-158602', 'reactome:R-ALL-205687', 'reactome:R-ALL-417888', 'reactomeM:R-ALL-110096', 'reactomeM:R-ALL-110732', 'reactomeM:R-ALL-158602', 'reactomeM:R-ALL-205687', 'reactomeM:R-ALL-417888', 'sabiork.compound:1269', 'sabiorkM:1269', 'seed.compound:cpd00014', 'seedM:cpd00014']	uridine 5'-diphosphate	['17659', 'C00015', '58223', 'UDP', 'G10619']	['C00015', '58223', '17659']
uridine 5'-diphosphate	['C00015', '17659', 'G10619']	['17659', '58223', 'C00015', 'G10619', 'UDP']	['UDP', '17659', 'G10619', 'C00015', '58223']	MNXM1102130	['kegg.glycan:G10619', 'keggG:G10619']	uridine 5'-diphosphate	['17659', 'C00015', '58223', 'UDP', 'G10619']	[]
(2e)-octenoyl-[acp]	['C05751']	['C05751']	['C05751']	MNXM1091246	['rheaG:9635']	(2e)-octenoyl-[acp]	['C05751']	[]
(2e)-octenoyl-[acp]	['C05751']	['C05751']	['C05751']	MNXM728591	['seed.compound:cpd11471', 'seedM:M_cpd11471', 'seedM:cpd11471']	(2e)-octenoyl-[acp]	['C05751']	[]
6-phosphogluconic acid	['48928']	[]	['48928']	MNXM734080	['hmdb:HMDB0001316', 'metacyc.compound:CPD-2961', 'metacycM:CPD-2961', 'seed.compound:cpd00284', 'seedM:cpd00284']	6-phosphogluconic acid	['48928']	['CPD-2961']
glycineamideribotide	['18349']	['C03838', '18349']	['18349', 'C03838']	MNXM1104523	['hmdb:HMDB0002022']	glycineamideribotide	['18349', 'C03838']	[]
glycineamideribotide	['18349']	['C03838', '18349']	['18349', 'C03838']	MNXM1104524	['CHEBI:18349', 'chebi:18349', 'reactome:R-ALL-111338', 'reactomeM:R-ALL-111338']	glycineamideribotide	['18349', 'C03838']	['18349']
d-3-hydroxyhexanoyl-[acyl-carrier protein]	['326', 'C05747']	['326', 'C05747']	['326', 'C05747']	MNXM733049	['CHEBI:326', 'chebi:326', 'kegg.compound:C05747', 'keggC:C05747']	d-3-hydroxyhexanoyl-[acyl-carrier protein]	['C05747', '326']	['C05747', '326']
d-3-hydroxyhexanoyl-[acyl-carrier protein]	['326', 'C05747']	['326', 'C05747']	['326', 'C05747']	MNXM733050	['seed.compound:cpd11479', 'seedM:cpd11479']	d-3-hydroxyhexanoyl-[acyl-carrier protein]	['C05747', '326']	[]
dodecanoyl-[acyl-carrier protein]	['C05223']	['C05223']	['C05223']	MNXM726234	['bigg.metabolite:ddcaACP', 'biggM:M_ddcaACP', 'biggM:ddcaACP', 'kegg.compound:C05223', 'keggC:C05223', 'keggC:M_C05223', 'rheaG:9644', 'sabiork.compound:7816', 'sabiorkM:7816']	dodecanoyl-[acyl-carrier protein]	['C05223']	['C05223']
4'-hydroxymethyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol	['143572', '87289', '|CPD-21728|', '|CPD-4575|']	[]	['143572', '87289', '|CPD-21728|', '|CPD-4575|']	MNXM1092233	['bigg.metabolite:M00961', 'biggM:M00961', 'biggM:M_M00961']	4'-hydroxymethyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol	['143572', 'CPD-21728', '87289', 'CPD-4575']	[]
octanoyl-[acyl-carrier protein]	['C05752', '7725']	['7725', 'C05752']	['C05752', '7725']	MNXM728538	['CHEBI:7725', 'chebi:7725', 'kegg.compound:C05752', 'keggC:C05752', 'keggC:M_C05752', 'sabiork.compound:8112', 'sabiorkM:8112']	octanoyl-[acyl-carrier protein]	['C05752', '7725']	['C05752', '7725']
carbon dioxide	['16526', 'C00011']	['CARBON-DIOXIDE', 'C00011', '16526']	['CARBON-DIOXIDE', '16526', 'C00011']	MNXM13	['CHEBI:16526', 'chebi:16526', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/05f60af4-0a3f-4ead-9a29-33bb0f123379', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/05f60af4-0a3f-4ead-9a29-33bb0f123379', 'hmdb:HMDB0001967', 'kegg.compound:C00011', 'keggC:C00011', 'metacyc.compound:CARBON-DIOXIDE', 'metacycM:CARBON-DIOXIDE', 'reactome:R-ALL-113528', 'reactome:R-ALL-1237009', 'reactome:R-ALL-159751', 'reactome:R-ALL-159942', 'reactome:R-ALL-189480', 'reactome:R-ALL-29376', 'reactome:R-ALL-389536', 'reactome:R-ALL-5668565', 'reactomeM:R-ALL-113528', 'reactomeM:R-ALL-1237009', 'reactomeM:R-ALL-159751', 'reactomeM:R-ALL-159942', 'reactomeM:R-ALL-189480', 'reactomeM:R-ALL-29376', 'reactomeM:R-ALL-389536', 'reactomeM:R-ALL-5668565', 'sabiork.compound:1266', 'sabiorkM:1266', 'seed.compound:cpd00011', 'seedM:cpd00011']	carbon dioxide	['C00011', '16526', 'CARBON-DIOXIDE']	['C00011', '16526', 'CARBON-DIOXIDE']
carbon dioxide	['16526', 'C00011']	['CARBON-DIOXIDE', 'C00011', '16526']	['CARBON-DIOXIDE', '16526', 'C00011']	MNXM511927	['seed.compound:cpd29976', 'seedM:cpd29976']	carbon dioxide	['C00011', '16526', 'CARBON-DIOXIDE']	[]
hma	['76400', 'C04688']	['C04688', '76400']	['76400', 'C04688']	MNXM487797	['CHEBI:76400', 'chebi:76400']	hma	['76400', 'C04688']	['76400']
hma	['76400', 'C04688']	['C04688', '76400']	['76400', 'C04688']	MNXM728567	['kegg.compound:C04688', 'keggC:C04688', 'seed.compound:cpd11484', 'seedM:cpd11484']	hma	['76400', 'C04688']	['C04688']
guanidoacetic acid	['16344', 'C00581']	['16344', 'C00581']	['16344', 'C00581']	MNXM730869	['CHEBI:16344', 'chebi:16344', 'hmdb:HMDB0000128', 'kegg.compound:C00581', 'keggC:C00581', 'reactome:R-ALL-113543', 'reactome:R-ALL-30401', 'reactomeM:R-ALL-113543', 'reactomeM:R-ALL-30401', 'sabiork.compound:2105', 'sabiorkM:2105', 'seed.compound:cpd00451', 'seedM:cpd00451']	guanidoacetic acid	['C00581', '16344']	['C00581', '16344']
5'-phosphoribosyl-n-formylglycinamide	['C04376', '18272']	['C04376', '18272']	['C04376', '18272']	MNXM1104515	['hmdb:HMDB0001308', 'hmdb:HMDB0006476', 'hmdb:HMDB01308', 'hmdb:HMDB06476', 'kegg.compound:C04376', 'keggC:C04376', 'keggC:M_C04376', 'metacyc.compound:5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE', 'metacycM:5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE', 'seed.compound:cpd02678', 'seedM:M_cpd02678', 'seedM:cpd02678']	5'-phosphoribosyl-n-formylglycinamide	['C04376', '18272']	['C04376', '5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE']
5'-phosphoribosyl-n-formylglycinamide	['C04376', '18272']	['C04376', '18272']	['C04376', '18272']	MNXM736358	['sabiork.compound:1889', 'sabiorkM:1889']	5'-phosphoribosyl-n-formylglycinamide	['C04376', '18272']	[]
d-glucose	['4167', 'C00031', 'G10608']	['17634', 'D-Glucose', '42758', '4167', 'C00031']	['17634', '4167', 'D-Glucose', 'C00031', 'G10608', '42758']	MNXM735619	['CHEBI:4167', 'bigg.metabolite:glc__D', 'biggM:M_glc__D', 'biggM:glc', 'biggM:glc-D', 'biggM:glc__D', 'chebi:4167', 'hmdb:HMDB0000122', 'hmdb:HMDB0006564', 'hmdb:HMDB00122', 'hmdb:HMDB06564', 'kegg.compound:C00031', 'kegg.drug:D00009', 'keggC:C00031', 'keggC:M_C00031', 'keggD:D00009', 'keggD:M_D00009', 'metacyc.compound:Glucopyranose', 'metacycM:Glucopyranose', 'seed.compound:cpd00027', 'seedM:M_cpd00027', 'seedM:cpd00027']	d-glucose	['42758', 'C00031', 'D-Glucose', '4167', 'G10608', '17634']	['C00031', 'Glucopyranose', '4167']
d-glucose	['4167', 'C00031', 'G10608']	['17634', 'D-Glucose', '42758', '4167', 'C00031']	['17634', '4167', 'D-Glucose', 'C00031', 'G10608', '42758']	MNXM735623	['CHEBI:17634', 'chebi:12965', 'chebi:17634', 'chebi:20999']	d-glucose	['42758', 'C00031', 'D-Glucose', '4167', 'G10608', '17634']	['20999', '12965', '17634']
hexanoyl-[acyl-carrier protein]	['C05749', '5704']	['C05749', '5704']	['C05749', '5704']	MNXM728619	['CHEBI:5704', 'chebi:5704', 'kegg.compound:C05749', 'keggC:C05749', 'sabiork.compound:8109', 'sabiorkM:8109']	hexanoyl-[acyl-carrier protein]	['C05749', '5704']	['C05749', '5704']
hexanoyl-[acyl-carrier protein]	['C05749', '5704']	['C05749', '5704']	['C05749', '5704']	MNXM728621	['seed.compound:cpd11472', 'seedM:cpd11472']	hexanoyl-[acyl-carrier protein]	['C05749', '5704']	[]
(2e)-hexenoyl-[acp]	['C05748', '10727']	['C05748', '10727']	['C05748', '10727']	MNXM1091242	['rheaG:9631']	(2e)-hexenoyl-[acp]	['10727', 'C05748']	[]
(2e)-hexenoyl-[acp]	['C05748', '10727']	['C05748', '10727']	['C05748', '10727']	MNXM728716	['seed.compound:cpd11473', 'seedM:M_cpd11473', 'seedM:cpd11473']	(2e)-hexenoyl-[acp]	['10727', 'C05748']	[]
xanthosine monophosphate	['15652']	['15652', 'C00655']	['15652', 'C00655']	MNXM1104386	['CHEBI:15652', 'chebi:15652', 'hmdb:HMDB0001554', 'reactome:R-ALL-111584', 'reactomeM:R-ALL-111584']	xanthosine monophosphate	['15652', 'C00655']	['15652']
(s)-2,3-epoxysqualene	['15441', 'C01054']	['EPOXYSQUALENE', '15441', 'C01054']	['15441', 'EPOXYSQUALENE', 'C01054']	MNXM727928	['CHEBI:15441', 'SLM:000000310', 'bigg.metabolite:Ssq23epx', 'biggM:M_Ssq23epx', 'biggM:Ssq23epx', 'chebi:11026', 'chebi:11072', 'chebi:15441', 'chebi:18728', 'chebi:372', 'kegg.compound:C01054', 'keggC:C01054', 'keggC:M_C01054', 'lipidmaps:LMPR0106010010', 'lipidmapsM:LMPR0106010010', 'metacyc.compound:EPOXYSQUALENE', 'metacycM:EPOXYSQUALENE', 'reactome:R-ALL-191309', 'reactomeM:R-ALL-191309', 'seed.compound:cpd00776', 'seedM:M_cpd00776', 'seedM:cpd00776', 'slm:000000310']	(s)-2,3-epoxysqualene	['C01054', 'EPOXYSQUALENE', '15441']	['11026', 'EPOXYSQUALENE', 'C01054', '11072', '18728', '372', '15441']
(s)-2,3-epoxysqualene	['15441', 'C01054']	['EPOXYSQUALENE', '15441', 'C01054']	['15441', 'EPOXYSQUALENE', 'C01054']	MNXM727929	['hmdb:HMDB0001188', 'hmdb:HMDB0059621', 'hmdb:HMDB01188', 'hmdb:HMDB59621']	(s)-2,3-epoxysqualene	['C01054', 'EPOXYSQUALENE', '15441']	[]
(s)-2,3-epoxysqualene	['15441', 'C01054']	['EPOXYSQUALENE', '15441', 'C01054']	['15441', 'EPOXYSQUALENE', 'C01054']	MNXM727930	['sabiork.compound:5375', 'sabiorkM:5375']	(s)-2,3-epoxysqualene	['C01054', 'EPOXYSQUALENE', '15441']	[]
3-oxohexadecanoyl-[acyl-carrier protein]	['C05762', '1639']	['C05762', '1639']	['C05762', '1639']	MNXM728600	['bigg.metabolite:3opalmACP', 'biggM:3opalmACP', 'biggM:M_3opalmACP']	3-oxohexadecanoyl-[acyl-carrier protein]	['1639', 'C05762']	[]
(r)-3-hydroxyoctanoyl-[acyl-carrier protein]	['17463', 'C04620']	['C04620']	['17463', 'C04620']	MNXM725895	['bigg.metabolite:3hoctACP', 'biggM:3hoctACP', 'biggM:M_3hoctACP']	(r)-3-hydroxyoctanoyl-[acyl-carrier protein]	['C04620', '17463']	[]
nad	['15846', 'C00003', '13389']	['C00003', '15846', '13389']	['15846', 'C00003', '13389']	MNXM64096	['CHEBI:13389', 'chebi:13389']	nad	['13389', 'C00003', '15846']	['13389']
4'-formyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol	['|CPD-21729|', '87287', '143573', '|CPD-4576|']	[]	['|CPD-21729|', '87287', '143573', '|CPD-4576|']	MNXM1092230	['bigg.metabolite:M00957', 'biggM:M00957', 'biggM:M_M00957']	4'-formyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol	['87287', 'CPD-4576', '143573', 'CPD-21729']	[]
4'-hydroxymethyl-5'-cholesta-8,24-dien-3'-ol	['146130', '|CPD-4579|', '52388']	[]	['146130', '|CPD-4579|', '52388']	MNXM1092235	['bigg.metabolite:M00963', 'biggM:M00963', 'biggM:M_M00963']	4'-hydroxymethyl-5'-cholesta-8,24-dien-3'-ol	['146130', '52388', 'CPD-4579']	[]
qh2	['17976', 'C00390', '13422']	['C00390', '17976', '13422']	['17976', 'C00390', '13422']	MNXM13204	['sabiork.compound:2036', 'sabiorkM:2036', 'seed.compound:cpd11665', 'seedM:cpd11665']	qh2	['17976', '13422', 'C00390']	[]
qh2	['17976', 'C00390', '13422']	['C00390', '17976', '13422']	['17976', 'C00390', '13422']	MNXM732272	['CHEBI:17976', 'chebi:17976', 'reactome:R-ALL-76633', 'reactomeM:R-ALL-76633']	qh2	['17976', '13422', 'C00390']	['17976']
qh2	['17976', 'C00390', '13422']	['C00390', '17976', '13422']	['17976', 'C00390', '13422']	MNXM90307	['hmdb:HMDB0001304', 'kegg.compound:C00390', 'keggC:C00390']	qh2	['17976', '13422', 'C00390']	['C00390']
superoxide anion	['18421', 'C00704']	['C00704', '18421']	['18421', 'C00704']	MNXM730287	['CHEBI:18421', 'bigg.metabolite:o2s', 'biggM:o2s', 'chebi:18421', 'hmdb:HMDB0002168', 'kegg.compound:C00704', 'keggC:C00704', 'metacyc.compound:SUPER-OXIDE', 'metacycM:SUPER-OXIDE', 'reactome:R-ALL-1222424', 'reactome:R-ALL-1222461', 'reactome:R-ALL-2000345', 'reactome:R-ALL-3299683', 'reactome:R-ALL-3299686', 'reactome:R-ALL-3341308', 'reactomeM:R-ALL-1222424', 'reactomeM:R-ALL-1222461', 'reactomeM:R-ALL-2000345', 'reactomeM:R-ALL-3299683', 'reactomeM:R-ALL-3299686', 'reactomeM:R-ALL-3341308', 'sabiork.compound:5191', 'sabiorkM:5191', 'seed.compound:cpd00532', 'seedM:cpd00532']	superoxide anion	['C00704', '18421']	['SUPER-OXIDE', 'C00704', '18421']
